Id,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
22786,83.0,84.0,83.0,81.0,84.0,85.0,80.0,83.0,82.0,84.0,81.0,83.0,67.0,51.0,63.0
22787,75.0,78.0,77.0,80.0,79.0,80.0,78.0,79.0,79.0,77.0,75.0,76.0,79.0,75.0,75.0
22788,70.0,73.0,72.0,73.0,75.0,71.0,73.0,72.0,70.0,70.0,71.0,72.0,72.0,73.0,71.0
22789,66.0,70.0,70.0,66.0,67.0,69.0,67.0,70.0,65.0,68.0,69.0,70.0,65.0,67.0,65.0
22790,65.0,61.0,64.0,65.0,64.0,62.0,62.0,61.0,60.0,63.0,65.0,62.0,65.0,63.0,62.0
22791,55.0,55.0,60.0,56.0,58.0,59.0,58.0,60.0,59.0,58.0,57.0,57.0,56.0,58.0,60.0
22792,50.0,54.0,51.0,53.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0,55.0,55.0,50.0,50.0
22793,50.0,50.0,49.0,48.0,48.0,45.0,50.0,48.0,49.0,50.0,45.0,49.0,47.0,45.0,50.0
22794,45.0,42.0,45.0,45.0,41.0,40.0,42.0,43.0,40.0,42.0,40.0,41.0,42.0,45.0,44.0
22795,35.0,38.0,37.0,36.0,36.0,39.0,38.0,38.0,39.0,38.0,39.0,37.0,38.0,36.0,40.0
22796,35.0,34.0,33.0,31.0,31.0,32.0,31.0,34.0,32.0,34.0,35.0,34.0,33.0,31.0,33.0
22797,28.0,29.0,26.0,30.0,27.0,26.0,27.0,30.0,30.0,26.0,30.0,28.0,26.0,28.0,29.0
22798,15.0,17.0,12.0,23.0,10.0,24.0,17.0,12.0,13.0,18.0,13.0,11.0,19.0,15.0,16.0
22799,6.0,3.0,3.0,7.0,7.0,10.0,6.0,7.0,10.0,9.0,10.0,1.0,3.0,6.0,8.0
22800,115.0,112.0,110.0,110.0,117.0,110.0,112.0,117.0,119.0,115.0,111.0,111.0,110.0,113.0,116.0
22801,105.0,106.0,106.0,106.0,107.0,105.0,108.0,107.0,108.0,107.0,105.0,106.0,106.0,109.0,109.0
22802,102.0,102.0,105.0,104.0,105.0,104.0,103.0,100.0,101.0,102.0,101.0,103.0,100.0,103.0,105.0
22803,100.0,98.0,99.0,98.0,,97.0,100.0,99.0,98.0,97.0,97.0,98.0,96.0,99.0,97.0
22804,92.0,94.0,95.0,92.0,94.0,93.0,93.0,92.0,90.0,92.0,91.0,95.0,90.0,93.0,92.0
22805,86.0,90.0,85.0,90.0,90.0,87.0,89.0,88.0,87.0,87.0,90.0,89.0,85.0,87.0,85.0
22806,82.0,84.0,80.0,80.0,82.0,80.0,84.0,82.0,82.0,83.0,82.0,84.0,73.0,77.0,71.0
22807,80.0,76.0,78.0,75.0,79.0,78.0,77.0,76.0,78.0,80.0,77.0,76.0,76.0,75.0,79.0
22808,73.0,72.0,71.0,75.0,70.0,74.0,,74.0,75.0,73.0,72.0,75.0,,75.0,71.0
22809,70.0,66.0,67.0,68.0,65.0,67.0,67.0,70.0,66.0,66.0,66.0,68.0,68.0,67.0,66.0
22810,61.0,63.0,61.0,62.0,64.0,62.0,63.0,60.0,64.0,65.0,64.0,62.0,60.0,60.0,65.0
22811,56.0,58.0,57.0,59.0,58.0,58.0,60.0,56.0,56.0,55.0,58.0,56.0,57.0,58.0,56.0
22812,52.0,52.0,55.0,53.0,52.0,51.0,52.0,55.0,55.0,51.0,51.0,51.0,53.0,55.0,54.0
22813,47.0,50.0,46.0,48.0,49.0,50.0,50.0,45.0,50.0,47.0,49.0,46.0,,48.0,50.0
22814,43.0,42.0,40.0,41.0,42.0,40.0,44.0,45.0,44.0,43.0,44.0,44.0,43.0,43.0,42.0
22815,35.0,36.0,40.0,40.0,37.0,36.0,36.0,36.0,38.0,35.0,37.0,38.0,39.0,38.0,35.0
22816,30.0,30.0,35.0,35.0,31.0,34.0,31.0,34.0,33.0,32.0,33.0,30.0,31.0,31.0,34.0
22817,28.0,26.0,29.0,28.0,28.0,28.0,25.0,26.0,30.0,29.0,25.0,28.0,30.0,29.0,30.0
22818,20.0,25.0,23.0,18.0,16.0,21.0,12.0,23.0,19.0,23.0,12.0,19.0,18.0,13.0,10.0
22819,8.0,5.0,8.0,10.0,7.0,4.0,0.0,4.0,6.0,3.0,2.0,9.0,5.0,9.0,3.0
22820,115.0,118.0,119.0,114.0,113.0,113.0,112.0,116.0,112.0,118.0,120.0,120.0,119.0,111.0,110.0
22821,108.0,107.0,106.0,106.0,110.0,108.0,110.0,110.0,108.0,105.0,110.0,107.0,106.0,105.0,108.0
22822,104.0,101.0,100.0,101.0,102.0,105.0,105.0,104.0,104.0,103.0,104.0,103.0,103.0,101.0,102.0
22823,96.0,98.0,96.0,99.0,100.0,96.0,96.0,99.0,95.0,97.0,98.0,99.0,97.0,100.0,97.0
22824,90.0,93.0,94.0,92.0,90.0,93.0,94.0,92.0,91.0,92.0,90.0,91.0,90.0,92.0,95.0
22825,90.0,89.0,87.0,86.0,87.0,90.0,90.0,85.0,90.0,86.0,88.0,87.0,88.0,88.0,86.0
22826,80.0,80.0,81.0,85.0,83.0,82.0,81.0,84.0,85.0,85.0,81.0,82.0,51.0,66.0,84.0
22827,78.0,78.0,79.0,79.0,76.0,79.0,80.0,75.0,76.0,80.0,75.0,76.0,79.0,76.0,75.0
22828,70.0,71.0,70.0,71.0,75.0,74.0,71.0,74.0,72.0,73.0,72.0,75.0,74.0,70.0,75.0
22829,67.0,69.0,67.0,70.0,70.0,68.0,66.0,69.0,66.0,66.0,69.0,67.0,65.0,68.0,
22830,65.0,60.0,61.0,63.0,63.0,61.0,63.0,62.0,62.0,64.0,61.0,61.0,64.0,61.0,60.0
22831,57.0,60.0,59.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,56.0,58.0,55.0,55.0
22832,50.0,51.0,54.0,55.0,51.0,54.0,53.0,52.0,54.0,54.0,52.0,55.0,50.0,52.0,54.0
22833,49.0,50.0,46.0,48.0,47.0,50.0,46.0,46.0,49.0,46.0,46.0,48.0,45.0,50.0,47.0
22834,44.0,43.0,44.0,45.0,45.0,45.0,44.0,42.0,40.0,42.0,43.0,42.0,42.0,40.0,40.0
22835,40.0,36.0,40.0,40.0,39.0,36.0,37.0,38.0,39.0,38.0,38.0,37.0,37.0,38.0,37.0
22836,34.0,32.0,35.0,35.0,31.0,30.0,32.0,35.0,35.0,31.0,30.0,34.0,30.0,31.0,32.0
22837,28.0,30.0,,27.0,29.0,28.0,30.0,28.0,30.0,30.0,30.0,28.0,30.0,28.0,28.0
22838,16.0,10.0,15.0,10.0,13.0,19.0,12.0,10.0,10.0,24.0,22.0,10.0,15.0,12.0,18.0
22839,3.0,0.0,2.0,7.0,10.0,10.0,5.0,1.0,4.0,6.0,5.0,7.0,2.0,10.0,9.0
22840,111.0,120.0,120.0,119.0,118.0,119.0,112.0,117.0,118.0,110.0,117.0,112.0,120.0,111.0,116.0
22841,105.0,106.0,106.0,110.0,105.0,107.0,110.0,108.0,109.0,110.0,108.0,107.0,109.0,109.0,105.0
22842,100.0,102.0,103.0,102.0,105.0,101.0,104.0,102.0,105.0,103.0,101.0,105.0,103.0,102.0,102.0
22843,96.0,99.0,97.0,98.0,97.0,97.0,99.0,96.0,97.0,100.0,95.0,95.0,95.0,98.0,99.0
22844,92.0,91.0,94.0,91.0,91.0,91.0,95.0,95.0,91.0,95.0,90.0,94.0,91.0,94.0,94.0
22845,86.0,87.0,86.0,86.0,85.0,85.0,89.0,86.0,89.0,89.0,87.0,89.0,87.0,90.0,90.0
22846,85.0,84.0,82.0,82.0,83.0,84.0,81.0,83.0,84.0,82.0,82.0,83.0,62.0,71.0,71.0
22847,75.0,76.0,76.0,79.0,80.0,76.0,77.0,78.0,80.0,80.0,76.0,78.0,77.0,79.0,78.0
22848,72.0,75.0,73.0,73.0,75.0,75.0,74.0,71.0,72.0,75.0,72.0,74.0,71.0,73.0,73.0
22849,68.0,68.0,67.0,65.0,68.0,69.0,69.0,69.0,68.0,68.0,66.0,68.0,67.0,65.0,70.0
22850,62.0,64.0,63.0,62.0,63.0,61.0,65.0,64.0,64.0,63.0,62.0,63.0,61.0,62.0,62.0
22851,59.0,60.0,57.0,55.0,58.0,57.0,56.0,56.0,,58.0,59.0,55.0,57.0,60.0,58.0
22852,54.0,53.0,53.0,50.0,50.0,51.0,51.0,53.0,51.0,51.0,51.0,52.0,51.0,51.0,
22853,45.0,49.0,46.0,47.0,45.0,45.0,47.0,48.0,50.0,46.0,45.0,47.0,48.0,46.0,48.0
22854,44.0,43.0,40.0,40.0,43.0,41.0,41.0,41.0,42.0,42.0,40.0,40.0,44.0,43.0,41.0
22855,40.0,37.0,40.0,35.0,37.0,40.0,40.0,36.0,35.0,35.0,40.0,37.0,39.0,37.0,35.0
22856,31.0,31.0,32.0,31.0,32.0,33.0,35.0,32.0,33.0,33.0,33.0,31.0,30.0,32.0,34.0
22857,28.0,26.0,30.0,30.0,26.0,27.0,29.0,29.0,28.0,25.0,26.0,30.0,28.0,27.0,25.0
22858,16.0,11.0,21.0,16.0,17.0,15.0,13.0,18.0,13.0,11.0,17.0,22.0,16.0,18.0,21.0
22859,4.0,7.0,3.0,4.0,9.0,5.0,6.0,5.0,1.0,4.0,7.0,5.0,4.0,6.0,0.0
22860,111.0,112.0,113.0,110.0,120.0,110.0,111.0,110.0,115.0,119.0,117.0,112.0,111.0,110.0,117.0
22861,106.0,109.0,105.0,107.0,109.0,106.0,106.0,105.0,107.0,110.0,107.0,108.0,110.0,109.0,109.0
22862,102.0,101.0,103.0,104.0,102.0,100.0,105.0,104.0,102.0,101.0,100.0,103.0,103.0,104.0,104.0
22863,98.0,100.0,96.0,100.0,,98.0,95.0,98.0,96.0,95.0,95.0,95.0,95.0,97.0,97.0
22864,92.0,92.0,94.0,92.0,94.0,93.0,95.0,92.0,91.0,92.0,93.0,90.0,92.0,94.0,92.0
22865,88.0,90.0,86.0,89.0,88.0,90.0,88.0,90.0,87.0,89.0,88.0,89.0,90.0,86.0,86.0
22866,,81.0,80.0,82.0,81.0,83.0,84.0,80.0,81.0,83.0,85.0,81.0,76.0,54.0,84.0
22867,79.0,77.0,75.0,79.0,79.0,75.0,79.0,79.0,76.0,75.0,76.0,79.0,78.0,75.0,75.0
22868,73.0,73.0,72.0,74.0,71.0,70.0,72.0,73.0,,72.0,71.0,71.0,71.0,73.0,70.0
22869,67.0,70.0,65.0,70.0,65.0,65.0,69.0,65.0,66.0,67.0,67.0,69.0,66.0,70.0,65.0
22870,,65.0,63.0,65.0,63.0,65.0,60.0,60.0,64.0,63.0,62.0,65.0,64.0,62.0,61.0
22871,58.0,57.0,55.0,57.0,60.0,58.0,56.0,55.0,60.0,57.0,57.0,58.0,56.0,55.0,56.0
22872,53.0,54.0,53.0,52.0,52.0,50.0,51.0,54.0,52.0,50.0,54.0,53.0,55.0,52.0,55.0
22873,47.0,47.0,46.0,47.0,49.0,47.0,45.0,49.0,48.0,,48.0,46.0,50.0,48.0,50.0
22874,44.0,45.0,43.0,44.0,45.0,41.0,41.0,41.0,44.0,41.0,44.0,42.0,43.0,42.0,44.0
22875,36.0,35.0,40.0,37.0,38.0,40.0,40.0,36.0,36.0,39.0,38.0,37.0,40.0,,39.0
22876,32.0,30.0,31.0,31.0,33.0,31.0,30.0,31.0,30.0,32.0,30.0,34.0,35.0,35.0,35.0
22877,25.0,25.0,25.0,29.0,29.0,29.0,27.0,27.0,28.0,25.0,26.0,28.0,29.0,29.0,30.0
22878,23.0,13.0,23.0,10.0,16.0,11.0,21.0,14.0,21.0,23.0,12.0,18.0,13.0,17.0,23.0
22879,10.0,10.0,9.0,2.0,0.0,0.0,1.0,4.0,5.0,6.0,5.0,9.0,5.0,3.0,0.0
22880,110.0,113.0,114.0,118.0,116.0,120.0,113.0,118.0,118.0,110.0,111.0,117.0,119.0,116.0,116.0
22881,108.0,109.0,109.0,109.0,108.0,107.0,108.0,107.0,109.0,106.0,108.0,108.0,108.0,110.0,108.0
22882,102.0,104.0,101.0,101.0,103.0,101.0,,100.0,102.0,101.0,102.0,103.0,104.0,103.0,104.0
22883,96.0,98.0,98.0,95.0,100.0,99.0,96.0,98.0,98.0,95.0,99.0,97.0,96.0,100.0,98.0
22884,90.0,95.0,93.0,94.0,90.0,95.0,91.0,92.0,93.0,93.0,95.0,91.0,90.0,90.0,91.0
22885,85.0,86.0,88.0,90.0,85.0,85.0,87.0,88.0,87.0,87.0,88.0,89.0,88.0,88.0,90.0
22886,85.0,81.0,83.0,85.0,82.0,81.0,84.0,85.0,82.0,85.0,84.0,81.0,56.0,72.0,77.0
22887,77.0,75.0,77.0,78.0,76.0,79.0,77.0,79.0,78.0,78.0,75.0,78.0,77.0,79.0,78.0
22888,71.0,74.0,73.0,74.0,70.0,71.0,71.0,74.0,71.0,75.0,72.0,72.0,,75.0,70.0
22889,65.0,65.0,66.0,68.0,70.0,67.0,70.0,67.0,68.0,70.0,66.0,67.0,66.0,65.0,68.0
22890,65.0,60.0,60.0,64.0,64.0,62.0,63.0,64.0,61.0,62.0,61.0,64.0,64.0,65.0,65.0
22891,59.0,60.0,,58.0,57.0,55.0,60.0,58.0,57.0,56.0,57.0,56.0,56.0,57.0,56.0
22892,52.0,55.0,54.0,53.0,50.0,51.0,53.0,50.0,55.0,,50.0,53.0,55.0,55.0,51.0
22893,49.0,46.0,45.0,46.0,48.0,45.0,48.0,48.0,47.0,45.0,47.0,47.0,47.0,49.0,50.0
22894,40.0,44.0,45.0,45.0,45.0,44.0,44.0,41.0,42.0,44.0,44.0,43.0,43.0,45.0,45.0
22895,37.0,37.0,35.0,35.0,35.0,39.0,37.0,38.0,37.0,38.0,37.0,35.0,38.0,35.0,36.0
22896,35.0,31.0,34.0,30.0,32.0,32.0,35.0,35.0,35.0,34.0,31.0,34.0,34.0,30.0,33.0
22897,27.0,29.0,29.0,25.0,29.0,27.0,25.0,25.0,28.0,26.0,28.0,29.0,25.0,26.0,27.0
22898,25.0,16.0,22.0,22.0,13.0,21.0,18.0,17.0,13.0,11.0,19.0,20.0,10.0,18.0,14.0
22899,0.0,8.0,4.0,1.0,9.0,8.0,9.0,1.0,7.0,8.0,8.0,0.0,8.0,8.0,4.0
22900,116.0,120.0,111.0,120.0,113.0,110.0,111.0,111.0,111.0,118.0,110.0,110.0,119.0,120.0,114.0
22901,110.0,106.0,105.0,108.0,110.0,109.0,109.0,106.0,105.0,108.0,108.0,106.0,109.0,109.0,110.0
22902,104.0,102.0,103.0,103.0,103.0,102.0,105.0,100.0,100.0,101.0,,100.0,104.0,103.0,102.0
22903,99.0,97.0,98.0,95.0,97.0,100.0,99.0,98.0,99.0,99.0,97.0,97.0,96.0,97.0,100.0
22904,91.0,90.0,93.0,95.0,91.0,92.0,92.0,90.0,91.0,90.0,94.0,94.0,92.0,93.0,90.0
22905,87.0,85.0,87.0,85.0,89.0,87.0,88.0,87.0,86.0,88.0,87.0,89.0,90.0,90.0,85.0
22906,83.0,84.0,84.0,82.0,84.0,82.0,80.0,81.0,84.0,85.0,,84.0,69.0,65.0,77.0
22907,78.0,79.0,77.0,78.0,80.0,75.0,77.0,79.0,79.0,76.0,75.0,80.0,80.0,77.0,80.0
22908,75.0,71.0,75.0,75.0,74.0,73.0,74.0,72.0,70.0,70.0,75.0,73.0,,75.0,74.0
22909,69.0,66.0,65.0,70.0,67.0,66.0,69.0,65.0,66.0,68.0,69.0,65.0,66.0,66.0,70.0
22910,64.0,61.0,65.0,62.0,60.0,64.0,62.0,64.0,63.0,61.0,60.0,62.0,61.0,65.0,64.0
22911,59.0,57.0,59.0,55.0,57.0,59.0,58.0,57.0,55.0,58.0,59.0,59.0,55.0,58.0,60.0
22912,55.0,52.0,53.0,51.0,53.0,50.0,53.0,53.0,54.0,55.0,51.0,54.0,50.0,52.0,50.0
22913,48.0,45.0,45.0,49.0,48.0,47.0,46.0,47.0,49.0,47.0,48.0,49.0,46.0,48.0,50.0
22914,45.0,42.0,44.0,44.0,44.0,43.0,41.0,42.0,43.0,41.0,41.0,42.0,40.0,41.0,42.0
22915,37.0,38.0,36.0,37.0,37.0,35.0,38.0,40.0,40.0,38.0,39.0,40.0,35.0,40.0,40.0
22916,33.0,32.0,35.0,32.0,32.0,35.0,32.0,32.0,31.0,32.0,35.0,32.0,34.0,30.0,33.0
22917,30.0,26.0,29.0,30.0,30.0,28.0,25.0,29.0,,28.0,27.0,30.0,25.0,30.0,26.0
22918,23.0,13.0,25.0,23.0,24.0,20.0,24.0,13.0,23.0,22.0,19.0,15.0,20.0,17.0,16.0
22919,7.0,10.0,9.0,4.0,0.0,2.0,3.0,2.0,5.0,8.0,5.0,3.0,4.0,5.0,6.0
22920,115.0,117.0,117.0,112.0,113.0,113.0,119.0,114.0,120.0,120.0,115.0,120.0,114.0,114.0,112.0
22921,107.0,108.0,105.0,107.0,105.0,108.0,107.0,106.0,110.0,109.0,108.0,109.0,109.0,108.0,109.0
22922,103.0,101.0,104.0,104.0,101.0,101.0,100.0,103.0,104.0,102.0,105.0,101.0,105.0,101.0,100.0
22923,95.0,99.0,98.0,98.0,100.0,95.0,96.0,95.0,100.0,98.0,97.0,99.0,95.0,96.0,96.0
22924,91.0,93.0,92.0,95.0,94.0,95.0,93.0,90.0,95.0,95.0,91.0,92.0,95.0,91.0,91.0
22925,86.0,88.0,88.0,86.0,88.0,87.0,87.0,90.0,86.0,86.0,89.0,89.0,87.0,86.0,86.0
22926,81.0,80.0,85.0,82.0,82.0,84.0,83.0,83.0,84.0,82.0,80.0,84.0,57.0,53.0,74.0
22927,78.0,79.0,80.0,79.0,79.0,77.0,76.0,75.0,75.0,75.0,77.0,76.0,76.0,79.0,75.0
22928,71.0,70.0,72.0,74.0,74.0,70.0,72.0,71.0,71.0,72.0,71.0,71.0,72.0,71.0,75.0
22929,68.0,69.0,67.0,66.0,67.0,70.0,65.0,67.0,70.0,66.0,70.0,65.0,67.0,70.0,68.0
22930,63.0,65.0,62.0,63.0,64.0,62.0,65.0,62.0,61.0,61.0,63.0,63.0,63.0,,60.0
22931,58.0,57.0,58.0,59.0,56.0,56.0,58.0,59.0,,58.0,57.0,57.0,55.0,59.0,58.0
22932,55.0,53.0,51.0,54.0,51.0,52.0,54.0,50.0,54.0,51.0,53.0,53.0,53.0,53.0,51.0
22933,45.0,48.0,48.0,46.0,47.0,45.0,49.0,47.0,49.0,45.0,49.0,45.0,48.0,45.0,45.0
22934,42.0,44.0,42.0,43.0,45.0,45.0,42.0,43.0,44.0,43.0,42.0,45.0,41.0,40.0,43.0
22935,35.0,36.0,38.0,39.0,38.0,38.0,40.0,35.0,36.0,40.0,36.0,37.0,35.0,39.0,40.0
22936,35.0,30.0,35.0,35.0,33.0,34.0,34.0,34.0,31.0,31.0,35.0,30.0,30.0,30.0,33.0
22937,29.0,26.0,30.0,25.0,25.0,28.0,25.0,28.0,28.0,27.0,28.0,30.0,27.0,26.0,25.0
22938,10.0,13.0,15.0,19.0,16.0,20.0,19.0,15.0,11.0,10.0,25.0,20.0,15.0,15.0,11.0
22939,9.0,1.0,2.0,7.0,3.0,9.0,6.0,4.0,1.0,3.0,1.0,8.0,4.0,4.0,3.0
22940,119.0,113.0,114.0,116.0,116.0,117.0,119.0,110.0,114.0,113.0,111.0,115.0,110.0,114.0,118.0
22941,106.0,110.0,107.0,106.0,110.0,107.0,105.0,105.0,107.0,106.0,110.0,108.0,105.0,109.0,109.0
22942,103.0,104.0,104.0,105.0,103.0,102.0,103.0,102.0,103.0,104.0,101.0,104.0,104.0,104.0,103.0
22943,95.0,95.0,100.0,100.0,100.0,99.0,100.0,98.0,98.0,97.0,98.0,99.0,96.0,95.0,100.0
22944,90.0,95.0,94.0,94.0,91.0,95.0,93.0,91.0,90.0,91.0,90.0,95.0,92.0,95.0,94.0
22945,89.0,87.0,87.0,85.0,86.0,89.0,90.0,89.0,86.0,89.0,88.0,90.0,86.0,90.0,88.0
22946,80.0,80.0,85.0,81.0,81.0,80.0,80.0,84.0,81.0,82.0,84.0,80.0,77.0,57.0,80.0
22947,80.0,77.0,76.0,76.0,75.0,79.0,78.0,78.0,79.0,77.0,77.0,77.0,80.0,75.0,79.0
22948,73.0,71.0,73.0,71.0,,70.0,70.0,71.0,70.0,72.0,70.0,72.0,74.0,71.0,71.0
22949,68.0,67.0,70.0,70.0,69.0,65.0,67.0,65.0,70.0,69.0,66.0,66.0,67.0,65.0,65.0
22950,62.0,62.0,62.0,64.0,64.0,65.0,61.0,65.0,63.0,61.0,62.0,63.0,61.0,65.0,61.0
22951,60.0,57.0,60.0,56.0,56.0,57.0,59.0,56.0,57.0,56.0,57.0,59.0,58.0,57.0,59.0
22952,54.0,54.0,54.0,55.0,51.0,55.0,53.0,50.0,51.0,53.0,54.0,55.0,54.0,52.0,50.0
22953,48.0,49.0,50.0,46.0,46.0,47.0,46.0,48.0,48.0,47.0,49.0,48.0,48.0,46.0,47.0
22954,43.0,43.0,45.0,40.0,44.0,43.0,45.0,43.0,43.0,40.0,41.0,43.0,43.0,40.0,43.0
22955,40.0,40.0,35.0,35.0,39.0,36.0,36.0,39.0,39.0,40.0,40.0,40.0,40.0,38.0,36.0
22956,30.0,35.0,31.0,32.0,31.0,,35.0,33.0,34.0,32.0,35.0,32.0,32.0,34.0,33.0
22957,29.0,29.0,25.0,27.0,25.0,25.0,28.0,30.0,25.0,26.0,30.0,28.0,30.0,25.0,26.0
22958,14.0,16.0,18.0,10.0,18.0,18.0,15.0,19.0,13.0,14.0,10.0,12.0,25.0,11.0,11.0
22959,10.0,6.0,3.0,9.0,7.0,4.0,1.0,0.0,5.0,10.0,9.0,10.0,3.0,3.0,7.0
22960,111.0,112.0,120.0,118.0,110.0,114.0,119.0,119.0,117.0,110.0,118.0,115.0,116.0,116.0,118.0
22961,110.0,105.0,110.0,106.0,110.0,107.0,107.0,109.0,108.0,107.0,106.0,110.0,109.0,106.0,107.0
22962,100.0,104.0,103.0,104.0,100.0,104.0,104.0,101.0,105.0,102.0,103.0,104.0,101.0,102.0,102.0
22963,96.0,,97.0,96.0,97.0,96.0,98.0,100.0,95.0,100.0,97.0,96.0,97.0,95.0,100.0
22964,90.0,91.0,92.0,90.0,95.0,92.0,94.0,93.0,93.0,91.0,95.0,94.0,93.0,92.0,94.0
22965,87.0,85.0,90.0,90.0,88.0,90.0,90.0,,,85.0,85.0,90.0,89.0,86.0,88.0
22966,85.0,83.0,81.0,84.0,84.0,82.0,84.0,81.0,85.0,85.0,80.0,85.0,67.0,60.0,84.0
22967,76.0,80.0,76.0,77.0,75.0,80.0,75.0,79.0,75.0,80.0,75.0,75.0,77.0,80.0,79.0
22968,70.0,70.0,70.0,74.0,74.0,74.0,74.0,,72.0,72.0,74.0,73.0,73.0,70.0,71.0
22969,66.0,69.0,66.0,69.0,69.0,65.0,66.0,68.0,68.0,67.0,68.0,66.0,69.0,66.0,70.0
22970,61.0,64.0,62.0,61.0,61.0,60.0,65.0,61.0,61.0,63.0,61.0,63.0,61.0,63.0,61.0
22971,60.0,57.0,55.0,56.0,56.0,56.0,60.0,59.0,58.0,60.0,55.0,59.0,60.0,57.0,55.0
22972,50.0,53.0,51.0,54.0,54.0,55.0,55.0,50.0,54.0,50.0,50.0,51.0,55.0,55.0,50.0
22973,49.0,46.0,45.0,45.0,45.0,45.0,46.0,49.0,46.0,49.0,49.0,48.0,45.0,45.0,48.0
22974,44.0,40.0,41.0,45.0,42.0,45.0,43.0,43.0,43.0,44.0,41.0,40.0,45.0,42.0,44.0
22975,35.0,40.0,40.0,39.0,37.0,39.0,37.0,40.0,37.0,39.0,,39.0,39.0,36.0,39.0
22976,,34.0,32.0,35.0,34.0,35.0,32.0,31.0,30.0,30.0,34.0,31.0,32.0,30.0,30.0
22977,25.0,26.0,30.0,26.0,26.0,25.0,28.0,30.0,28.0,27.0,25.0,27.0,29.0,27.0,25.0
22978,10.0,22.0,15.0,12.0,11.0,16.0,24.0,16.0,11.0,18.0,13.0,25.0,13.0,22.0,10.0
22979,9.0,6.0,9.0,6.0,8.0,9.0,2.0,1.0,1.0,2.0,8.0,10.0,9.0,1.0,4.0
22980,114.0,112.0,118.0,114.0,114.0,116.0,112.0,119.0,111.0,120.0,112.0,115.0,114.0,115.0,111.0
22981,110.0,110.0,105.0,108.0,107.0,106.0,108.0,105.0,108.0,110.0,110.0,110.0,109.0,105.0,109.0
22982,104.0,100.0,100.0,105.0,102.0,100.0,,102.0,102.0,105.0,102.0,100.0,101.0,101.0,105.0
22983,97.0,95.0,95.0,97.0,98.0,98.0,96.0,98.0,99.0,100.0,96.0,98.0,98.0,96.0,95.0
22984,95.0,94.0,93.0,95.0,91.0,95.0,91.0,90.0,93.0,92.0,90.0,95.0,94.0,91.0,94.0
22985,86.0,88.0,87.0,88.0,86.0,89.0,89.0,86.0,88.0,88.0,85.0,89.0,85.0,87.0,85.0
22986,84.0,82.0,85.0,80.0,84.0,,84.0,83.0,80.0,83.0,82.0,85.0,64.0,67.0,75.0
22987,75.0,77.0,75.0,76.0,79.0,80.0,75.0,80.0,78.0,75.0,80.0,75.0,80.0,78.0,78.0
22988,75.0,71.0,74.0,71.0,73.0,74.0,70.0,73.0,74.0,75.0,71.0,71.0,71.0,75.0,75.0
22989,67.0,70.0,68.0,70.0,67.0,69.0,66.0,65.0,65.0,65.0,65.0,67.0,69.0,68.0,67.0
22990,61.0,65.0,60.0,60.0,61.0,62.0,62.0,60.0,61.0,64.0,63.0,64.0,63.0,64.0,60.0
22991,59.0,58.0,59.0,58.0,57.0,57.0,,59.0,56.0,55.0,56.0,57.0,58.0,58.0,56.0
22992,54.0,53.0,53.0,52.0,53.0,53.0,55.0,51.0,52.0,50.0,55.0,51.0,51.0,52.0,55.0
22993,49.0,47.0,50.0,45.0,45.0,,50.0,48.0,45.0,45.0,50.0,46.0,48.0,47.0,47.0
22994,45.0,43.0,40.0,44.0,40.0,45.0,,44.0,42.0,44.0,45.0,45.0,42.0,45.0,40.0
22995,35.0,38.0,36.0,36.0,37.0,35.0,38.0,40.0,35.0,38.0,39.0,39.0,38.0,35.0,38.0
22996,35.0,33.0,33.0,33.0,30.0,35.0,31.0,33.0,32.0,30.0,33.0,32.0,32.0,31.0,32.0
22997,27.0,27.0,26.0,25.0,25.0,26.0,29.0,27.0,27.0,25.0,26.0,25.0,29.0,27.0,27.0
22998,20.0,23.0,22.0,25.0,11.0,16.0,16.0,25.0,16.0,12.0,19.0,23.0,15.0,17.0,10.0
22999,7.0,3.0,0.0,7.0,8.0,1.0,1.0,5.0,4.0,6.0,4.0,0.0,3.0,0.0,7.0
23000,113.0,120.0,117.0,116.0,113.0,120.0,119.0,110.0,111.0,112.0,114.0,110.0,116.0,119.0,118.0
23001,106.0,108.0,107.0,107.0,110.0,108.0,109.0,107.0,105.0,106.0,106.0,110.0,110.0,108.0,108.0
23002,102.0,100.0,104.0,103.0,102.0,103.0,104.0,100.0,105.0,102.0,101.0,105.0,100.0,101.0,102.0
23003,97.0,96.0,96.0,98.0,100.0,99.0,95.0,96.0,99.0,96.0,97.0,100.0,97.0,97.0,95.0
23004,95.0,92.0,95.0,90.0,90.0,94.0,90.0,94.0,93.0,94.0,93.0,93.0,93.0,94.0,95.0
23005,87.0,85.0,90.0,87.0,86.0,85.0,90.0,86.0,86.0,88.0,88.0,90.0,87.0,85.0,87.0
23006,85.0,81.0,84.0,81.0,82.0,85.0,80.0,82.0,81.0,81.0,84.0,85.0,76.0,79.0,67.0
23007,78.0,76.0,77.0,79.0,77.0,80.0,77.0,76.0,76.0,75.0,80.0,77.0,75.0,79.0,75.0
