Id,MathScore,ReadingScore,WritingScore
2169946,71.0,73.0,68.0
2169947,56.0,61.0,59.0
2169948,57.0,69.0,65.0
2169949,78.0,86.0,83.0
2169950,100.0,85.0,91.0
2169951,78.0,70.0,70.0
2169952,68.0,77.0,73.0
2169953,,46.0,48.0
2169954,72.0,64.0,61.0
2169955,69.0,63.0,63.0
2169956,64.0,78.0,74.0
2169957,72.0,74.0,72.0
2169958,82.0,94.0,95.0
2169959,70.0,72.0,67.0
2169960,57.0,69.0,69.0
2169961,79.0,83.0,
2169962,87.0,84.0,85.0
2169963,58.0,64.0,57.0
2169964,43.0,64.0,64.0
2169965,58.0,74.0,61.0
2169966,82.0,88.0,93.0
2169967,64.0,59.0,60.0
2169968,73.0,87.0,92.0
2169969,33.0,49.0,46.0
2169970,58.0,62.0,56.0
2169971,69.0,65.0,65.0
2169972,80.0,69.0,67.0
2169973,63.0,65.0,71.0
2169974,74.0,80.0,81.0
2169975,82.0,79.0,76.0
2169976,71.0,51.0,52.0
2169977,70.0,69.0,61.0
2169978,76.0,81.0,86.0
2169979,55.0,50.0,51.0
2169980,90.0,88.0,94.0
2169981,50.0,,50.0
2169982,67.0,78.0,74.0
2169983,47.0,52.0,52.0
2169984,58.0,72.0,69.0
2169985,64.0,70.0,67.0
2169986,79.0,74.0,77.0
2169987,92.0,86.0,93.0
2169988,68.0,83.0,82.0
2169989,73.0,84.0,80.0
2169990,71.0,77.0,80.0
2169991,67.0,57.0,55.0
2169992,54.0,44.0,36.0
2169993,61.0,83.0,82.0
2169994,69.0,64.0,57.0
2169995,64.0,67.0,67.0
2169996,41.0,53.0,62.0
2169997,100.0,91.0,90.0
2169998,82.0,90.0,92.0
2169999,66.0,83.0,74.0
2170000,66.0,46.0,49.0
2170001,58.0,61.0,60.0
2170002,96.0,79.0,83.0
2170003,57.0,64.0,64.0
2170004,69.0,83.0,82.0
2170005,63.0,66.0,52.0
2170006,84.0,69.0,75.0
2170007,57.0,66.0,59.0
2170008,55.0,53.0,52.0
2170009,81.0,86.0,96.0
2170010,81.0,72.0,73.0
2170011,72.0,70.0,69.0
2170012,87.0,99.0,100.0
2170013,46.0,58.0,55.0
2170014,77.0,84.0,83.0
2170015,64.0,75.0,82.0
2170016,69.0,79.0,74.0
2170017,54.0,70.0,67.0
2170018,25.0,19.0,19.0
2170019,63.0,66.0,
2170020,70.0,78.0,85.0
2170021,60.0,70.0,73.0
2170022,90.0,86.0,78.0
2170023,,81.0,76.0
2170024,73.0,72.0,71.0
2170025,72.0,78.0,76.0
2170026,97.0,94.0,91.0
2170027,,75.0,73.0
2170028,82.0,78.0,80.0
2170029,77.0,78.0,76.0
2170030,67.0,59.0,
2170031,58.0,71.0,70.0
2170032,64.0,70.0,78.0
2170033,79.0,83.0,79.0
2170034,81.0,84.0,78.0
2170035,74.0,92.0,84.0
2170036,64.0,75.0,
2170037,76.0,,80.0
2170038,88.0,88.0,89.0
2170039,73.0,49.0,51.0
2170040,67.0,66.0,75.0
2170041,70.0,75.0,
2170042,55.0,59.0,52.0
2170043,80.0,90.0,94.0
2170044,39.0,49.0,48.0
2170045,76.0,74.0,74.0
2170046,92.0,89.0,88.0
2170047,85.0,72.0,74.0
2170048,60.0,56.0,47.0
2170049,70.0,86.0,86.0
2170050,73.0,70.0,67.0
2170051,75.0,75.0,79.0
2170052,100.0,96.0,91.0
2170053,62.0,70.0,69.0
2170054,51.0,50.0,46.0
2170055,36.0,51.0,44.0
2170056,82.0,67.0,77.0
2170057,87.0,81.0,76.0
2170058,33.0,45.0,36.0
2170059,70.0,84.0,80.0
2170060,78.0,92.0,89.0
2170061,64.0,75.0,71.0
2170062,93.0,86.0,77.0
2170063,98.0,100.0,97.0
2170064,74.0,77.0,75.0
2170065,88.0,79.0,87.0
2170066,70.0,77.0,74.0
2170067,63.0,60.0,55.0
2170068,65.0,55.0,48.0
2170069,100.0,98.0,100.0
2170070,79.0,85.0,91.0
2170071,81.0,81.0,79.0
2170072,72.0,83.0,82.0
2170073,65.0,75.0,76.0
2170074,28.0,49.0,44.0
2170075,46.0,40.0,36.0
2170076,,59.0,57.0
2170077,75.0,74.0,66.0
2170078,62.0,53.0,
2170079,65.0,64.0,61.0
2170080,50.0,52.0,58.0
2170081,35.0,42.0,41.0
2170082,75.0,96.0,99.0
2170083,61.0,83.0,79.0
2170084,73.0,81.0,76.0
2170085,73.0,60.0,64.0
2170086,49.0,59.0,67.0
2170087,90.0,85.0,82.0
2170088,99.0,94.0,100.0
2170089,64.0,85.0,
2170090,82.0,85.0,79.0
2170091,,79.0,74.0
2170092,45.0,56.0,
2170093,52.0,57.0,66.0
2170094,49.0,55.0,
2170095,76.0,83.0,84.0
2170096,53.0,65.0,
2170097,84.0,93.0,98.0
2170098,,52.0,51.0
2170099,59.0,77.0,74.0
2170100,61.0,80.0,86.0
2170101,62.0,61.0,64.0
2170102,75.0,67.0,64.0
2170103,67.0,84.0,86.0
2170104,65.0,49.0,54.0
2170105,46.0,45.0,44.0
2170106,57.0,60.0,58.0
2170107,68.0,73.0,80.0
2170108,59.0,60.0,63.0
2170109,85.0,92.0,90.0
2170110,78.0,89.0,85.0
2170111,70.0,79.0,79.0
2170112,88.0,75.0,77.0
2170113,60.0,74.0,67.0
2170114,72.0,56.0,58.0
2170115,56.0,50.0,49.0
2170116,97.0,94.0,91.0
2170117,50.0,70.0,61.0
2170118,92.0,73.0,72.0
2170119,38.0,56.0,52.0
2170120,75.0,73.0,72.0
2170121,61.0,60.0,60.0
2170122,79.0,90.0,92.0
2170123,69.0,84.0,87.0
2170124,72.0,59.0,63.0
2170125,93.0,77.0,80.0
2170126,97.0,100.0,100.0
2170127,84.0,95.0,
2170128,68.0,78.0,83.0
2170129,60.0,67.0,69.0
2170130,57.0,,56.0
2170131,,51.0,54.0
2170132,84.0,84.0,91.0
2170133,81.0,80.0,80.0
2170134,66.0,65.0,68.0
2170135,57.0,73.0,
2170136,58.0,53.0,59.0
2170137,64.0,61.0,60.0
2170138,48.0,57.0,56.0
2170139,85.0,86.0,81.0
2170140,62.0,64.0,60.0
2170141,74.0,83.0,75.0
2170142,89.0,79.0,87.0
2170143,83.0,91.0,84.0
2170144,77.0,66.0,66.0
2170145,66.0,60.0,62.0
2170146,84.0,81.0,82.0
2170147,57.0,43.0,32.0
2170148,78.0,87.0,92.0
2170149,,84.0,85.0
2170150,71.0,86.0,83.0
2170151,69.0,71.0,68.0
2170152,81.0,70.0,76.0
2170153,57.0,60.0,62.0
2170154,69.0,73.0,76.0
2170155,92.0,88.0,86.0
2170156,67.0,58.0,58.0
2170157,48.0,47.0,47.0
2170158,82.0,86.0,83.0
2170159,59.0,66.0,67.0
2170160,66.0,,55.0
2170161,82.0,88.0,91.0
2170162,78.0,80.0,76.0
2170163,67.0,69.0,64.0
2170164,89.0,72.0,77.0
2170165,82.0,95.0,94.0
2170166,48.0,44.0,43.0
2170167,74.0,73.0,77.0
2170168,57.0,66.0,65.0
2170169,61.0,51.0,49.0
2170170,70.0,62.0,65.0
2170171,47.0,52.0,
2170172,84.0,88.0,93.0
2170173,76.0,69.0,
2170174,54.0,65.0,64.0
2170175,49.0,61.0,67.0
2170176,63.0,57.0,55.0
2170177,51.0,76.0,69.0
2170178,54.0,70.0,70.0
2170179,73.0,82.0,82.0
2170180,40.0,47.0,47.0
2170181,66.0,58.0,55.0
2170182,74.0,78.0,71.0
2170183,100.0,99.0,98.0
2170184,51.0,40.0,40.0
2170185,67.0,68.0,67.0
2170186,66.0,82.0,
2170187,58.0,61.0,55.0
2170188,58.0,49.0,54.0
2170189,48.0,56.0,51.0
2170190,48.0,66.0,60.0
2170191,62.0,61.0,53.0
2170192,82.0,77.0,78.0
2170193,80.0,68.0,63.0
2170194,98.0,90.0,87.0
2170195,95.0,92.0,86.0
2170196,73.0,67.0,64.0
2170197,68.0,84.0,74.0
2170198,37.0,,39.0
2170199,59.0,55.0,52.0
2170200,83.0,76.0,71.0
2170201,56.0,59.0,67.0
2170202,69.0,89.0,89.0
2170203,72.0,86.0,90.0
2170204,63.0,67.0,69.0
2170205,80.0,75.0,71.0
2170206,73.0,80.0,80.0
2170207,66.0,54.0,62.0
2170208,77.0,79.0,76.0
2170209,87.0,92.0,99.0
2170210,48.0,53.0,53.0
2170211,73.0,,65.0
2170212,64.0,56.0,52.0
2170213,81.0,78.0,74.0
2170214,85.0,75.0,76.0
2170215,45.0,60.0,59.0
2170216,84.0,87.0,98.0
2170217,81.0,73.0,69.0
2170218,58.0,60.0,54.0
2170219,80.0,86.0,78.0
2170220,58.0,54.0,53.0
2170221,57.0,52.0,56.0
2170222,39.0,60.0,63.0
2170223,39.0,48.0,46.0
2170224,79.0,80.0,75.0
2170225,61.0,81.0,73.0
2170226,90.0,89.0,82.0
2170227,60.0,69.0,73.0
2170228,79.0,70.0,73.0
2170229,55.0,58.0,53.0
2170230,53.0,64.0,65.0
2170231,71.0,86.0,88.0
2170232,32.0,51.0,49.0
2170233,82.0,95.0,92.0
2170234,66.0,80.0,78.0
2170235,92.0,83.0,84.0
2170236,51.0,64.0,57.0
2170237,,65.0,58.0
2170238,58.0,71.0,62.0
2170239,89.0,92.0,89.0
2170240,74.0,72.0,68.0
2170241,55.0,55.0,48.0
2170242,77.0,66.0,66.0
2170243,93.0,98.0,94.0
2170244,38.0,54.0,41.0
2170245,47.0,65.0,72.0
2170246,36.0,37.0,35.0
2170247,52.0,55.0,59.0
2170248,36.0,56.0,57.0
2170249,72.0,70.0,62.0
2170250,56.0,69.0,66.0
2170251,83.0,86.0,91.0
2170252,58.0,71.0,71.0
2170253,90.0,91.0,95.0
2170254,66.0,49.0,49.0
2170255,81.0,85.0,
2170256,67.0,80.0,81.0
2170257,58.0,60.0,47.0
2170258,12.0,43.0,40.0
2170259,42.0,60.0,68.0
2170260,65.0,59.0,
2170261,54.0,66.0,
2170262,68.0,60.0,64.0
2170263,50.0,43.0,46.0
2170264,45.0,54.0,53.0
2170265,64.0,71.0,69.0
2170266,83.0,85.0,83.0
2170267,72.0,75.0,73.0
2170268,58.0,74.0,72.0
2170269,71.0,76.0,75.0
2170270,75.0,74.0,81.0
2170271,63.0,83.0,79.0
2170272,54.0,65.0,65.0
2170273,50.0,67.0,61.0
2170274,70.0,74.0,79.0
2170275,82.0,83.0,83.0
2170276,59.0,65.0,57.0
2170277,62.0,73.0,65.0
2170278,69.0,,55.0
2170279,67.0,73.0,72.0
2170280,44.0,44.0,49.0
2170281,81.0,97.0,93.0
2170282,55.0,57.0,58.0
2170283,80.0,67.0,72.0
2170284,83.0,77.0,70.0
2170285,67.0,68.0,67.0
2170286,96.0,99.0,95.0
2170287,76.0,65.0,68.0
2170288,53.0,,55.0
2170289,66.0,67.0,64.0
2170290,72.0,81.0,69.0
2170291,89.0,81.0,73.0
2170292,96.0,85.0,86.0
2170293,70.0,68.0,78.0
2170294,66.0,79.0,79.0
2170295,66.0,77.0,75.0
2170296,50.0,57.0,64.0
2170297,66.0,76.0,67.0
2170298,79.0,74.0,75.0
2170299,79.0,80.0,74.0
2170300,96.0,100.0,100.0
2170301,78.0,76.0,76.0
2170302,86.0,84.0,95.0
2170303,100.0,82.0,79.0
2170304,79.0,93.0,86.0
2170305,75.0,72.0,77.0
2170306,68.0,75.0,70.0
2170307,71.0,76.0,70.0
2170308,69.0,80.0,82.0
2170309,59.0,50.0,57.0
2170310,52.0,70.0,62.0
2170311,50.0,62.0,66.0
2170312,48.0,63.0,65.0
2170313,46.0,57.0,50.0
2170314,61.0,65.0,63.0
2170315,78.0,81.0,79.0
2170316,62.0,48.0,51.0
2170317,55.0,52.0,57.0
2170318,56.0,57.0,52.0
2170319,80.0,92.0,92.0
2170320,80.0,76.0,78.0
2170321,46.0,52.0,52.0
2170322,66.0,81.0,82.0
2170323,87.0,83.0,83.0
2170324,84.0,98.0,100.0
2170325,78.0,78.0,87.0
2170326,61.0,61.0,52.0
2170327,57.0,54.0,50.0
2170328,61.0,73.0,68.0
2170329,76.0,76.0,83.0
2170330,55.0,51.0,46.0
2170331,73.0,,81.0
2170332,80.0,89.0,87.0
2170333,72.0,73.0,69.0
2170334,81.0,64.0,60.0
2170335,65.0,66.0,72.0
2170336,43.0,55.0,49.0
2170337,61.0,70.0,70.0
2170338,92.0,84.0,91.0
2170339,46.0,64.0,49.0
2170340,73.0,66.0,
2170341,53.0,39.0,37.0
2170342,,76.0,80.0
2170343,87.0,83.0,89.0
2170344,,74.0,75.0
2170345,81.0,74.0,69.0
2170346,54.0,55.0,50.0
2170347,68.0,59.0,59.0
2170348,,48.0,45.0
2170349,98.0,100.0,99.0
2170350,58.0,77.0,72.0
2170351,58.0,72.0,66.0
2170352,52.0,59.0,53.0
2170353,73.0,65.0,63.0
2170354,70.0,59.0,69.0
2170355,77.0,88.0,85.0
2170356,79.0,73.0,75.0
2170357,65.0,67.0,62.0
2170358,86.0,85.0,83.0
2170359,54.0,53.0,48.0
2170360,50.0,66.0,69.0
2170361,99.0,98.0,97.0
2170362,70.0,67.0,68.0
2170363,78.0,68.0,71.0
2170364,56.0,58.0,64.0
2170365,49.0,43.0,43.0
2170366,59.0,66.0,60.0
2170367,74.0,67.0,66.0
2170368,94.0,83.0,81.0
2170369,70.0,75.0,77.0
2170370,54.0,66.0,65.0
2170371,82.0,96.0,90.0
2170372,60.0,56.0,54.0
2170373,47.0,47.0,48.0
2170374,57.0,73.0,74.0
2170375,50.0,61.0,59.0
2170376,91.0,93.0,
2170377,80.0,86.0,85.0
2170378,62.0,73.0,76.0
2170379,60.0,87.0,85.0
2170380,63.0,77.0,74.0
2170381,70.0,,77.0
2170382,73.0,84.0,80.0
2170383,71.0,89.0,92.0
2170384,55.0,58.0,55.0
2170385,84.0,75.0,80.0
2170386,60.0,80.0,85.0
2170387,76.0,68.0,60.0
2170388,65.0,73.0,68.0
2170389,75.0,74.0,66.0
2170390,34.0,52.0,50.0
2170391,66.0,86.0,78.0
2170392,60.0,63.0,70.0
2170393,77.0,80.0,80.0
2170394,49.0,58.0,47.0
2170395,63.0,59.0,67.0
2170396,79.0,92.0,86.0
2170397,68.0,75.0,78.0
2170398,81.0,88.0,82.0
2170399,57.0,60.0,67.0
2170400,68.0,64.0,57.0
2170401,58.0,63.0,65.0
2170402,74.0,65.0,65.0
2170403,79.0,93.0,88.0
2170404,77.0,,78.0
2170405,56.0,,51.0
2170406,45.0,55.0,52.0
2170407,67.0,68.0,74.0
2170408,68.0,72.0,69.0
2170409,93.0,86.0,92.0
2170410,64.0,73.0,65.0
2170411,66.0,70.0,79.0
2170412,75.0,88.0,85.0
2170413,61.0,74.0,80.0
2170414,35.0,44.0,46.0
2170415,77.0,78.0,83.0
2170416,93.0,90.0,87.0
2170417,72.0,83.0,
2170418,59.0,70.0,71.0
2170419,61.0,70.0,65.0
2170420,47.0,60.0,60.0
2170421,70.0,87.0,89.0
2170422,97.0,100.0,97.0
2170423,83.0,79.0,69.0
2170424,66.0,70.0,78.0
2170425,88.0,93.0,88.0
2170426,59.0,64.0,60.0
2170427,84.0,77.0,71.0
2170428,80.0,80.0,79.0
2170429,86.0,84.0,81.0
2170430,60.0,68.0,78.0
2170431,85.0,81.0,76.0
2170432,45.0,50.0,55.0
2170433,82.0,98.0,93.0
2170434,57.0,49.0,52.0
2170435,66.0,64.0,66.0
2170436,42.0,55.0,58.0
2170437,53.0,64.0,63.0
2170438,82.0,78.0,76.0
2170439,78.0,65.0,67.0
2170440,68.0,75.0,68.0
2170441,87.0,96.0,99.0
2170442,71.0,67.0,73.0
2170443,78.0,61.0,60.0
2170444,67.0,63.0,64.0
2170445,64.0,61.0,62.0
2170446,95.0,83.0,90.0
2170447,59.0,49.0,54.0
2170448,88.0,83.0,85.0
2170449,84.0,86.0,92.0
2170450,68.0,82.0,84.0
2170451,62.0,72.0,69.0
2170452,78.0,78.0,77.0
2170453,73.0,85.0,82.0
2170454,82.0,85.0,81.0
2170455,67.0,79.0,77.0
2170456,56.0,57.0,57.0
2170457,72.0,82.0,84.0
2170458,86.0,64.0,65.0
2170459,61.0,73.0,74.0
2170460,86.0,89.0,75.0
2170461,100.0,98.0,99.0
2170462,60.0,,60.0
2170463,66.0,75.0,76.0
2170464,50.0,49.0,48.0
2170465,89.0,100.0,98.0
2170466,91.0,,86.0
2170467,83.0,97.0,95.0
2170468,53.0,49.0,44.0
2170469,53.0,67.0,67.0
2170470,86.0,85.0,82.0
2170471,55.0,59.0,56.0
2170472,71.0,74.0,70.0
2170473,71.0,74.0,81.0
2170474,62.0,66.0,63.0
2170475,68.0,73.0,70.0
2170476,72.0,53.0,59.0
2170477,89.0,88.0,88.0
2170478,54.0,62.0,64.0
2170479,64.0,70.0,71.0
2170480,38.0,39.0,44.0
2170481,69.0,66.0,60.0
2170482,89.0,100.0,99.0
2170483,73.0,66.0,67.0
2170484,87.0,94.0,98.0
2170485,51.0,50.0,51.0
2170486,42.0,60.0,58.0
2170487,39.0,32.0,25.0
2170488,53.0,60.0,52.0
2170489,51.0,72.0,69.0
2170490,81.0,68.0,69.0
2170491,67.0,62.0,59.0
2170492,43.0,58.0,57.0
2170493,79.0,87.0,85.0
2170494,85.0,,94.0
2170495,76.0,73.0,68.0
2170496,57.0,66.0,63.0
2170497,100.0,97.0,100.0
2170498,58.0,55.0,43.0
2170499,62.0,72.0,72.0
2170500,69.0,75.0,75.0
2170501,67.0,62.0,61.0
2170502,26.0,39.0,37.0
2170503,73.0,74.0,74.0
2170504,71.0,65.0,66.0
2170505,94.0,84.0,84.0
2170506,74.0,,67.0
2170507,40.0,51.0,51.0
2170508,60.0,67.0,63.0
2170509,86.0,84.0,84.0
2170510,70.0,70.0,71.0
2170511,55.0,65.0,64.0
2170512,55.0,68.0,67.0
2170513,63.0,69.0,68.0
2170514,70.0,63.0,59.0
2170515,71.0,83.0,82.0
2170516,50.0,59.0,59.0
2170517,53.0,56.0,57.0
2170518,52.0,52.0,55.0
2170519,75.0,73.0,72.0
2170520,80.0,71.0,64.0
2170521,70.0,76.0,72.0
2170522,70.0,71.0,83.0
2170523,53.0,56.0,42.0
2170524,,78.0,79.0
2170525,56.0,72.0,64.0
2170526,50.0,63.0,56.0
2170527,80.0,91.0,86.0
2170528,65.0,71.0,79.0
2170529,13.0,26.0,15.0
2170530,47.0,54.0,55.0
2170531,,61.0,60.0
2170532,39.0,46.0,39.0
2170533,53.0,53.0,57.0
2170534,78.0,70.0,75.0
2170535,51.0,59.0,54.0
2170536,75.0,68.0,69.0
2170537,57.0,66.0,62.0
2170538,36.0,56.0,55.0
2170539,80.0,,
2170540,59.0,60.0,52.0
2170541,82.0,69.0,70.0
2170542,85.0,71.0,72.0
2170543,81.0,98.0,94.0
2170544,73.0,71.0,63.0
2170545,96.0,88.0,85.0
2170546,83.0,80.0,90.0
2170547,80.0,85.0,80.0
2170548,67.0,58.0,56.0
2170549,36.0,37.0,32.0
2170550,82.0,74.0,72.0
2170551,54.0,45.0,43.0
2170552,63.0,78.0,78.0
2170553,80.0,77.0,71.0
2170554,57.0,73.0,66.0
2170555,82.0,82.0,
2170556,47.0,46.0,49.0
2170557,67.0,71.0,73.0
2170558,59.0,65.0,62.0
2170559,,75.0,73.0
2170560,40.0,45.0,49.0
2170561,52.0,55.0,56.0
2170562,67.0,65.0,70.0
2170563,39.0,50.0,40.0
2170564,72.0,83.0,82.0
2170565,48.0,62.0,67.0
2170566,77.0,76.0,72.0
2170567,57.0,60.0,57.0
2170568,47.0,48.0,49.0
2170569,72.0,76.0,79.0
2170570,58.0,61.0,
2170571,76.0,83.0,85.0
2170572,,68.0,67.0
2170573,95.0,94.0,
2170574,71.0,71.0,71.0
2170575,61.0,66.0,69.0
2170576,76.0,88.0,90.0
2170577,66.0,90.0,83.0
2170578,75.0,76.0,75.0
2170579,70.0,69.0,63.0
2170580,35.0,51.0,50.0
2170581,68.0,79.0,
2170582,78.0,89.0,92.0
2170583,67.0,72.0,64.0
2170584,50.0,59.0,53.0
2170585,43.0,57.0,54.0
2170586,50.0,62.0,56.0
2170587,53.0,57.0,59.0
2170588,54.0,70.0,65.0
2170589,74.0,70.0,
2170590,62.0,77.0,80.0
2170591,73.0,75.0,77.0
2170592,70.0,63.0,60.0
2170593,53.0,46.0,42.0
2170594,76.0,70.0,67.0
2170595,70.0,60.0,56.0
2170596,87.0,76.0,78.0
2170597,77.0,72.0,67.0
2170598,61.0,67.0,62.0
2170599,77.0,67.0,68.0
2170600,53.0,46.0,44.0
2170601,48.0,44.0,42.0
2170602,87.0,86.0,84.0
2170603,81.0,80.0,91.0
2170604,68.0,74.0,70.0
2170605,82.0,88.0,90.0
2170606,70.0,74.0,
2170607,67.0,,77.0
2170608,51.0,,63.0
2170609,94.0,77.0,82.0
2170610,64.0,54.0,55.0
2170611,32.0,40.0,27.0
2170612,77.0,88.0,88.0
2170613,67.0,66.0,69.0
2170614,71.0,74.0,65.0
2170615,50.0,58.0,64.0
2170616,71.0,66.0,62.0
2170617,61.0,59.0,57.0
2170618,72.0,89.0,90.0
2170619,71.0,69.0,68.0
2170620,68.0,63.0,65.0
2170621,,83.0,84.0
2170622,54.0,55.0,55.0
2170623,80.0,79.0,87.0
2170624,67.0,54.0,49.0
2170625,66.0,73.0,70.0
2170626,69.0,71.0,71.0
2170627,65.0,66.0,
2170628,75.0,77.0,74.0
2170629,58.0,61.0,56.0
2170630,,88.0,91.0
2170631,39.0,54.0,48.0
2170632,72.0,66.0,71.0
2170633,44.0,54.0,54.0
2170634,67.0,75.0,79.0
2170635,79.0,85.0,89.0
2170636,71.0,83.0,76.0
2170637,74.0,91.0,84.0
2170638,45.0,54.0,51.0
2170639,31.0,46.0,44.0
2170640,70.0,69.0,72.0
2170641,67.0,73.0,75.0
2170642,65.0,61.0,55.0
2170643,29.0,44.0,46.0
2170644,63.0,62.0,60.0
2170645,69.0,64.0,64.0
2170646,67.0,63.0,66.0
2170647,87.0,90.0,89.0
2170648,52.0,62.0,61.0
2170649,29.0,41.0,42.0
2170650,56.0,70.0,69.0
2170651,67.0,60.0,57.0
2170652,83.0,71.0,69.0
2170653,74.0,87.0,79.0
2170654,63.0,66.0,65.0
2170655,64.0,77.0,78.0
2170656,71.0,81.0,76.0
2170657,87.0,92.0,96.0
2170658,67.0,78.0,74.0
2170659,87.0,91.0,85.0
2170660,69.0,76.0,81.0
2170661,86.0,89.0,83.0
2170662,50.0,49.0,44.0
2170663,58.0,69.0,
2170664,72.0,72.0,67.0
2170665,75.0,69.0,65.0
2170666,66.0,68.0,69.0
2170667,34.0,47.0,48.0
2170668,43.0,47.0,40.0
2170669,88.0,93.0,97.0
2170670,60.0,58.0,54.0
2170671,83.0,79.0,78.0
2170672,44.0,57.0,50.0
2170673,78.0,69.0,69.0
2170674,57.0,61.0,57.0
2170675,43.0,41.0,44.0
2170676,66.0,75.0,85.0
2170677,100.0,98.0,100.0
2170678,56.0,51.0,44.0
2170679,69.0,79.0,73.0
2170680,70.0,73.0,73.0
2170681,84.0,85.0,85.0
2170682,70.0,51.0,
2170683,70.0,81.0,81.0
2170684,71.0,74.0,75.0
2170685,76.0,75.0,70.0
2170686,,62.0,64.0
2170687,67.0,75.0,82.0
2170688,58.0,66.0,62.0
2170689,61.0,70.0,72.0
2170690,43.0,49.0,49.0
2170691,58.0,51.0,45.0
2170692,72.0,74.0,75.0
2170693,82.0,,
2170694,71.0,70.0,79.0
2170695,83.0,69.0,73.0
2170696,51.0,70.0,64.0
2170697,58.0,64.0,62.0
2170698,80.0,76.0,79.0
2170699,,84.0,80.0
2170700,58.0,48.0,49.0
2170701,80.0,83.0,90.0
2170702,81.0,60.0,63.0
2170703,,73.0,69.0
2170704,71.0,75.0,65.0
2170705,64.0,55.0,55.0
2170706,36.0,50.0,
2170707,65.0,57.0,56.0
2170708,64.0,71.0,69.0
2170709,62.0,60.0,49.0
2170710,67.0,,51.0
2170711,62.0,71.0,71.0
2170712,57.0,,58.0
2170713,80.0,72.0,73.0
2170714,55.0,61.0,63.0
2170715,54.0,64.0,67.0
2170716,,60.0,66.0
2170717,87.0,94.0,97.0
2170718,95.0,96.0,88.0
2170719,55.0,47.0,50.0
2170720,93.0,93.0,87.0
2170721,73.0,64.0,73.0
2170722,55.0,58.0,65.0
2170723,67.0,75.0,77.0
2170724,81.0,78.0,75.0
2170725,90.0,89.0,86.0
2170726,64.0,65.0,65.0
2170727,38.0,47.0,45.0
2170728,66.0,54.0,54.0
2170729,81.0,70.0,71.0
2170730,49.0,38.0,34.0
2170731,55.0,46.0,48.0
2170732,54.0,60.0,60.0
2170733,74.0,67.0,71.0
2170734,74.0,76.0,71.0
2170735,80.0,90.0,91.0
2170736,56.0,66.0,70.0
2170737,56.0,54.0,51.0
2170738,46.0,65.0,66.0
2170739,73.0,72.0,60.0
2170740,72.0,78.0,70.0
2170741,73.0,84.0,75.0
2170742,58.0,65.0,68.0
2170743,43.0,57.0,
2170744,51.0,70.0,61.0
2170745,81.0,77.0,73.0
2170746,66.0,57.0,51.0
2170747,79.0,82.0,78.0
2170748,45.0,59.0,61.0
2170749,85.0,94.0,
2170750,49.0,71.0,69.0
2170751,77.0,67.0,70.0
2170752,85.0,86.0,86.0
2170753,39.0,46.0,49.0
2170754,47.0,61.0,58.0
2170755,63.0,66.0,70.0
2170756,69.0,70.0,71.0
2170757,78.0,80.0,76.0
2170758,15.0,17.0,18.0
2170759,82.0,87.0,76.0
2170760,85.0,79.0,79.0
2170761,60.0,62.0,63.0
2170762,52.0,54.0,46.0
2170763,37.0,43.0,39.0
2170764,86.0,77.0,73.0
2170765,70.0,82.0,81.0
2170766,84.0,77.0,82.0
2170767,52.0,39.0,37.0
2170768,59.0,62.0,57.0
2170769,83.0,74.0,72.0
2170770,75.0,58.0,61.0
2170771,82.0,95.0,82.0
2170772,,62.0,55.0
2170773,72.0,60.0,61.0
2170774,83.0,80.0,75.0
2170775,62.0,76.0,78.0
2170776,62.0,71.0,71.0
2170777,62.0,53.0,55.0
2170778,65.0,61.0,61.0
2170779,67.0,69.0,69.0
2170780,87.0,82.0,82.0
2170781,94.0,80.0,80.0
2170782,59.0,62.0,50.0
2170783,58.0,78.0,74.0
2170784,89.0,84.0,78.0
2170785,80.0,85.0,87.0
2170786,43.0,51.0,53.0
2170787,74.0,71.0,69.0
2170788,59.0,62.0,66.0
2170789,74.0,,75.0
2170790,80.0,76.0,77.0
2170791,54.0,60.0,57.0
2170792,84.0,86.0,89.0
2170793,67.0,82.0,77.0
2170794,73.0,74.0,
2170795,76.0,69.0,73.0
2170796,71.0,65.0,64.0
2170797,63.0,56.0,60.0
2170798,47.0,44.0,51.0
2170799,91.0,,80.0
2170800,57.0,62.0,58.0
2170801,66.0,62.0,57.0
2170802,80.0,67.0,62.0
2170803,54.0,74.0,69.0
2170804,82.0,74.0,74.0
2170805,87.0,94.0,90.0
2170806,67.0,74.0,69.0
2170807,,80.0,82.0
2170808,71.0,82.0,82.0
2170809,61.0,67.0,63.0
2170810,54.0,64.0,61.0
2170811,58.0,55.0,55.0
2170812,72.0,71.0,
2170813,89.0,90.0,96.0
2170814,88.0,84.0,83.0
2170815,72.0,85.0,86.0
2170816,71.0,65.0,67.0
2170817,79.0,76.0,63.0
2170818,64.0,62.0,67.0
2170819,85.0,93.0,88.0
2170820,75.0,84.0,83.0
2170821,55.0,56.0,51.0
2170822,66.0,85.0,79.0
2170823,55.0,70.0,65.0
2170824,83.0,86.0,84.0
2170825,78.0,83.0,81.0
2170826,32.0,42.0,50.0
2170827,44.0,65.0,63.0
2170828,94.0,91.0,85.0
2170829,87.0,92.0,96.0
2170830,41.0,46.0,44.0
2170831,69.0,79.0,72.0
2170832,68.0,71.0,72.0
2170833,75.0,84.0,
2170834,70.0,87.0,89.0
