Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2164298,female,group C,bachelor's degree,standard,completed
2164299,male,group B,associate's degree,standard,none
2164300,male,group C,some college,free/reduced,none
2164301,male,group C,some college,free/reduced,none
2164302,female,group C,some high school,standard,completed
2164303,female,group C,associate's degree,standard,completed
2164304,female,group C,some high school,standard,none
2164305,female,group E,some college,standard,none
2164306,male,group C,bachelor's degree,standard,completed
2164307,female,group D,some high school,standard,none
2164308,female,group B,some college,standard,none
2164309,male,group E,master's degree,standard,completed
2164310,female,group D,some college,standard,completed
2164311,female,group C,associate's degree,standard,none
2164312,male,group C,bachelor's degree,free/reduced,completed
2164313,male,group D,associate's degree,standard,none
2164314,female,group D,some college,standard,none
2164315,male,group E,some high school,free/reduced,completed
2164316,female,group D,some high school,free/reduced,none
2164317,female,group B,high school,free/reduced,none
2164318,female,group C,some college,standard,none
2164319,female,group B,some college,standard,completed
2164320,male,group C,master's degree,free/reduced,completed
2164321,male,group C,some high school,standard,none
2164322,female,group B,associate's degree,free/reduced,none
2164323,male,group A,associate's degree,free/reduced,none
2164324,female,group D,high school,standard,completed
2164325,male,group A,associate's degree,standard,completed
2164326,female,group C,high school,standard,none
2164327,male,group D,some high school,standard,completed
2164328,female,group C,associate's degree,standard,completed
2164329,male,group C,high school,standard,none
2164330,male,group D,some college,standard,none
2164331,female,group C,some high school,standard,none
2164332,female,group D,high school,standard,none
2164333,male,group C,bachelor's degree,standard,none
2164334,female,group B,high school,standard,none
2164335,female,group B,high school,standard,completed
2164336,male,group C,high school,standard,completed
2164337,female,group B,high school,standard,completed
2164338,male,group C,some high school,free/reduced,completed
2164339,male,group D,some high school,standard,none
2164340,female,group B,some college,free/reduced,none
2164341,female,group B,some high school,free/reduced,none
2164342,female,group C,associate's degree,free/reduced,none
2164343,male,group B,high school,standard,none
2164344,female,group A,some high school,standard,none
2164345,male,group C,high school,free/reduced,completed
2164346,female,group C,some high school,standard,completed
2164347,male,group A,high school,free/reduced,completed
2164348,female,group C,master's degree,standard,none
2164349,female,group E,some high school,standard,none
2164350,male,group D,some college,standard,completed
2164351,female,group C,high school,standard,none
2164352,female,group D,associate's degree,standard,none
2164353,female,group C,associate's degree,standard,none
2164354,female,group B,some college,free/reduced,completed
2164355,female,group C,some high school,free/reduced,none
2164356,female,group B,some college,free/reduced,completed
2164357,female,group B,associate's degree,standard,none
2164358,male,group B,associate's degree,free/reduced,none
2164359,female,group C,high school,standard,none
2164360,female,group C,master's degree,free/reduced,none
2164361,male,group D,some college,free/reduced,none
2164362,female,group D,some college,free/reduced,none
2164363,male,group B,some high school,free/reduced,completed
2164364,female,group D,some college,standard,none
2164365,male,group B,some college,standard,none
2164366,male,group C,bachelor's degree,standard,completed
2164367,female,group C,associate's degree,standard,none
2164368,male,group D,some high school,standard,completed
2164369,female,group A,some college,standard,none
2164370,male,group E,some college,free/reduced,completed
2164371,male,group E,high school,standard,completed
2164372,male,group B,bachelor's degree,standard,completed
2164373,male,group C,some high school,free/reduced,none
2164374,female,group E,some high school,standard,none
2164375,male,group A,some college,standard,completed
2164376,male,group C,associate's degree,standard,completed
2164377,female,group C,high school,free/reduced,none
2164378,female,group D,some college,standard,none
2164379,male,group A,some college,standard,none
2164380,female,group B,some high school,standard,completed
2164381,male,group C,associate's degree,standard,completed
2164382,female,group D,high school,free/reduced,none
2164383,female,group D,bachelor's degree,free/reduced,none
2164384,female,group E,associate's degree,standard,completed
2164385,female,group B,some high school,free/reduced,none
2164386,female,group B,some college,standard,completed
2164387,female,group D,associate's degree,standard,none
2164388,male,group A,some high school,standard,none
2164389,female,group D,some high school,free/reduced,completed
2164390,male,group C,high school,free/reduced,completed
2164391,male,group B,associate's degree,standard,none
2164392,female,group D,bachelor's degree,standard,none
2164393,female,group E,some high school,free/reduced,none
2164394,male,group E,some high school,free/reduced,none
2164395,male,group C,some high school,standard,none
2164396,female,group C,some high school,standard,completed
2164397,male,group E,bachelor's degree,standard,none
2164398,female,group B,bachelor's degree,standard,completed
2164399,male,group D,high school,standard,completed
2164400,female,group D,master's degree,standard,completed
2164401,female,group B,bachelor's degree,free/reduced,none
2164402,male,group B,high school,free/reduced,none
2164403,female,group B,bachelor's degree,free/reduced,completed
2164404,female,group B,some college,standard,completed
2164405,female,group A,some high school,standard,none
2164406,female,group B,high school,standard,none
2164407,male,group B,some college,free/reduced,completed
2164408,male,group C,some high school,standard,none
2164409,female,group E,some college,standard,none
2164410,male,group A,some college,free/reduced,completed
2164411,female,group D,associate's degree,free/reduced,none
2164412,male,group A,associate's degree,free/reduced,completed
2164413,female,group A,high school,standard,none
2164414,male,group E,bachelor's degree,free/reduced,none
2164415,female,group B,high school,free/reduced,none
2164416,male,group D,associate's degree,free/reduced,completed
2164417,female,group C,some college,free/reduced,none
2164418,male,group C,high school,standard,none
