Id,aluminium,ammonia,arsenic,barium
2989,0.03,19.96,0.05,3.96
2990,0.16,9.01,0.02,0.78
2991,0.21,21.58,0.03,3.62
2992,0.15,3.11,0.03,2.5
2993,0.08,19.48,0.05,1.54
2994,0.01,9.1,0.02,1.54
2995,0.02,20.04,0.04,0.94
2996,0.13,23.86,0.05,0.39
2997,0.07,10.07,0.01,2.68
2998,0.01,16.96,0.01,1.79
2999,0.03,21.9,0.03,0.6
3000,0.13,6.05,0.04,2.0
3001,0.01,25.65,0.02,3.52
3002,,28.35,0.05,3.75
3003,0.07,11.62,0.02,1.18
3004,0.05,17.55,0.03,1.81
3005,0.01,26.23,0.001,2.78
3006,0.16,14.6,0.05,2.85
3007,0.14,16.61,0.03,2.75
3008,0.03,18.91,0.02,2.11
3009,0.16,26.15,0.03,1.26
3010,0.01,14.2,0.001,1.6
3011,0.01,20.75,0.001,2.52
3012,0.08,9.74,0.01,0.22
3013,0.11,29.24,0.02,3.17
3014,0.01,7.69,0.04,0.63
3015,0.02,1.44,0.04,2.36
3016,0.06,13.22,0.04,2.29
3017,0.12,20.25,0.04,0.57
3018,0.12,13.84,0.01,3.99
3019,,11.3,0.02,1.51
3020,0.02,17.58,0.03,3.59
3021,0.07,22.87,0.01,0.88
3022,,4.86,0.001,2.19
3023,0.07,19.33,0.04,3.89
3024,0.03,13.91,0.03,3.89
3025,0.09,29.2,0.04,1.28
3026,0.09,12.46,0.03,2.38
3027,0.21,0.53,0.03,3.51
3028,0.08,25.39,0.01,3.1
3029,0.06,,0.04,2.94
3030,0.29,8.11,0.04,3.49
3031,0.07,9.52,0.02,0.17
3032,0.06,15.8,0.04,2.29
3033,0.05,14.48,0.01,0.24
3034,0.04,9.47,0.001,1.31
3035,0.06,14.67,0.02,0.35
3036,0.01,23.98,0.04,1.57
3037,0.04,15.3,0.02,1.01
3038,0.06,27.37,0.02,3.3
3039,0.05,12.31,0.03,0.35
3040,0.0,25.99,0.01,3.06
3041,0.07,7.47,0.05,1.77
3042,0.0,27.61,0.02,1.96
3043,0.04,14.4,0.02,0.15
3044,0.2,3.33,0.04,3.02
3045,0.05,8.37,0.03,1.86
3046,0.17,23.21,0.03,2.75
3047,0.31,7.46,0.02,0.93
3048,0.01,19.02,0.04,1.75
3049,0.1,6.4,0.02,0.75
3050,0.01,7.28,0.02,1.14
3051,0.01,0.9,0.01,1.54
3052,0.1,19.98,0.02,
3053,0.15,29.1,0.01,2.38
3054,0.03,16.23,0.01,1.78
3055,0.0,18.82,0.02,1.6
3056,0.05,16.45,0.03,0.23
3057,0.06,11.52,0.01,2.35
3058,0.09,0.69,0.001,2.03
3059,0.09,27.62,0.04,1.01
3060,0.16,26.85,0.001,1.03
3061,0.26,29.24,0.02,2.01
3062,0.06,20.94,0.001,1.34
3063,0.07,21.97,0.01,3.58
3064,0.11,15.41,0.03,0.34
3065,0.01,21.92,0.02,0.72
3066,0.02,11.52,0.01,0.31
3067,0.15,18.95,0.03,2.87
3068,0.1,27.2,0.01,
3069,0.1,29.5,0.01,2.0
3070,0.05,3.44,0.04,0.38
3071,0.09,20.63,0.01,0.76
3072,0.12,28.83,0.04,0.18
3073,0.02,15.24,0.03,0.63
3074,0.01,6.23,0.04,3.11
3075,0.29,7.74,0.02,0.47
3076,0.06,4.22,0.05,0.63
3077,0.06,26.42,0.03,0.45
3078,0.06,23.99,0.02,0.25
3079,0.02,9.34,0.03,0.49
3080,0.04,18.67,0.01,1.59
3081,0.35,20.5,0.05,2.36
3082,,6.26,0.01,3.59
3083,0.2,8.61,0.03,3.81
3084,0.1,23.89,0.04,3.63
3085,0.05,27,0.04,3.35
3086,0.36,17.7,0.001,3.35
3087,0.1,5.39,0.04,2.91
3088,0.06,5.77,0.03,1.21
3089,0.09,16.82,0.02,0.79
3090,0.1,0.47,0.01,1.13
3091,0.02,11.33,0.03,0.31
3092,0.1,9.62,0.04,2.24
3093,0.28,17.23,0.04,2.68
3094,0.31,3.44,,2.55
3095,0.15,29.04,0.02,1.63
3096,0.09,29.66,0.05,1.19
3097,0.14,19.89,0.03,0.75
3098,0.07,23.59,0.01,3.6
3099,0.01,0.02,0.01,3.85
3100,0.09,1.74,0.01,2.06
3101,0.06,12.48,0.04,3.67
3102,0.01,18.02,0.01,2.74
3103,0.09,12.04,0.04,3.2
3104,0.07,26.79,0.03,3.44
3105,0.03,1.77,0.03,1.52
3106,0.05,28.7,0.04,
3107,0.02,2.34,0.04,1.93
3108,0.15,17.59,0.04,2.61
3109,0.05,23.92,0.05,0.52
3110,0.04,4.05,0.001,3.36
3111,0.01,15.17,0.02,1.18
3112,0.05,9.34,0.03,3.41
3113,0.03,10.55,0.04,1.24
3114,0.07,28.36,0.04,3.46
3115,0.04,27.8,0.02,0.74
3116,0.02,15.37,0.04,2.85
3117,0.1,29.8,0.04,1.46
3118,0.1,29.01,0.01,1.67
3119,0.09,12.21,0.04,2.89
3120,0.17,1.54,0.01,3.25
3121,0.01,8.57,0.01,3.06
3122,0.06,19.87,0.03,0.04
3123,0.03,22.79,0.02,0.45
3124,0.24,24.25,0.01,2.1
3125,0.04,5.04,0.01,3.41
3126,0.11,10.48,0.04,3.79
3127,0.02,23.26,0.03,3.56
3128,0.24,9.1,0.03,1.94
3129,0.01,,0.04,1.9
3130,0.08,6.45,0.03,3.44
3131,0.12,5.64,0.03,3.93
3132,0.01,11.98,0.02,3.75
3133,0.15,10.42,0.05,3.89
3134,0.04,11.64,0.01,3.73
3135,0.11,19.79,0.03,2.43
3136,0.13,12.38,0.03,0.78
3137,0.13,28.98,0.02,1.8
3138,0.03,24.52,0.04,2.31
3139,0.21,18.91,0.04,0.73
3140,0.03,22.96,0.01,0.88
3141,0.03,11.3,0.02,
3142,0.05,6.22,0.001,0.17
3143,,18.06,0.04,2.22
3144,0.03,29.19,0.05,1.47
3145,0.32,14.91,0.04,2.4
3146,0.06,26.45,0.01,3.95
3147,0.07,4.89,0.01,2.26
3148,0.03,9.91,0.01,2.34
3149,0.15,20.9,0.04,2.5
3150,0.03,26,,1.47
3151,0.02,2.05,0.03,2.38
3152,0.24,15.58,0.04,2.65
3153,0.04,26.64,0.02,2.29
3154,0.4,20.74,0.02,2.47
3155,,11.47,0.02,2.51
3156,0.09,23.82,0.01,2.69
3157,0.01,7.23,0.04,3.38
3158,0.02,23.64,0.04,0.55
3159,0.19,19.57,0.01,0.65
3160,0.01,19.59,0.04,
3161,0.08,13.69,0.02,0.83
3162,0.01,22.2,0.001,2.25
3163,0.06,28.52,0.04,3.71
3164,0.06,18.88,0.04,2.49
3165,0.08,21.18,0.02,0.22
3166,0.07,8.89,0.04,2.67
3167,0.05,12.03,0.05,3.87
3168,0.03,2.65,0.04,1.87
3169,0.01,25.72,0.03,3.47
3170,0.32,0.71,0.02,0.96
3171,0.1,15.76,0.04,2.48
3172,0.08,25.52,0.01,0.46
3173,0.01,5.54,0.04,1.33
3174,0.09,22.57,0.02,2.95
3175,0.37,7.8,0.03,0.77
3176,0.01,6.7,0.03,2.83
3177,0.06,13.29,0.02,
3178,0.07,24.26,0.01,2.1
3179,0.18,16.29,0.01,3.45
3180,0.01,27.3,0.04,0.71
3181,0.09,3.76,0.04,2.24
3182,0.11,0.69,0.04,3.41
3183,0.06,25.53,0.03,2.76
3184,0.07,19.22,0.03,1.09
3185,0.05,17.54,0.01,3.92
3186,0.1,,0.03,0.11
3187,0.07,11.42,0.02,2.35
3188,0.15,19.19,0.02,1.35
3189,0.37,28.32,0.05,3.69
3190,0.01,0.13,0.02,1.92
3191,0.1,8.68,0.01,2.64
3192,0.03,29.02,0.03,1.21
3193,0.19,12.01,0.03,0.63
3194,0.0,26.82,0.05,1.74
3195,0.18,10.29,0.02,0.92
3196,,29.82,0.02,1.96
3197,0.1,15.34,0.01,2.39
3198,0.08,28.55,0.01,2.47
3199,0.03,9.06,0.001,3.64
3200,0.06,14.93,0.05,3.63
3201,0.25,1.91,0.04,0.48
3202,0.09,26.3,0.01,0.39
3203,0.29,23.3,0.04,0.03
3204,0.0,29.5,0.03,3.78
3205,0.06,13.29,0.01,1.38
3206,0.04,8.62,0.01,1.04
3207,0.03,11.07,0.05,1.02
3208,0.03,3.42,0.02,3.34
3209,0.02,24.6,0.03,2.44
3210,0.07,12.52,0.02,1.83
3211,0.1,12.55,0.04,1.91
3212,0.05,18.15,0.02,0.92
3213,0.01,28.4,0.02,2.0
3214,0.08,24.32,0.01,1.91
3215,0.09,2.03,0.01,
3216,0.08,9.17,0.05,1.46
3217,0.06,25.18,0.04,0.04
3218,0.02,29.44,0.01,3.33
3219,0.03,22.84,0.001,0.09
3220,0.02,29.18,0.01,3.65
3221,0.04,13.07,0.03,0.91
3222,0.08,24.88,0.01,1.48
3223,0.29,7.98,0.05,1.06
3224,0.14,28.57,0.03,3.1
3225,0.37,0.37,0.03,2.75
3226,0.0,29.37,0.04,1.32
3227,0.02,9.56,0.03,0.18
3228,0.13,2.06,0.03,1.64
3229,0.06,24.1,0.04,3.47
3230,0.07,5.44,0.001,2.71
3231,0.29,20.35,0.02,1.84
3232,0.05,7.48,0.04,3.91
3233,0.07,29.37,0.05,1.29
3234,0.09,0.43,0.001,2.43
3235,0.03,10.06,0.05,0.75
3236,0.2,14.07,0.05,1.48
3237,0.29,7.05,0.04,
3238,0.1,23.9,0.02,2.77
3239,0.03,20.35,0.01,1.47
3240,0.0,18.49,0.01,2.51
3241,0.07,6.99,0.03,1.43
3242,0.1,29.84,0.04,0.37
3243,0.03,8.16,0.02,2.43
3244,0.04,9.43,0.04,3.3
3245,0.01,29.31,0.04,1.42
3246,0.04,25.46,0.01,2.03
3247,0.23,23.47,0.03,3.01
3248,0.05,19.72,0.001,1.76
3249,0.25,20.69,0.03,3.84
3250,0.0,5.45,0.02,2.79
3251,0.01,2.05,0.05,2.76
3252,0.06,16.43,0.01,0.97
3253,0.26,24.21,0.01,2.56
3254,0.29,29.14,0.02,3.83
3255,0.07,12.48,0.03,2.45
3256,0.01,6.71,0.01,1.66
3257,0.07,6.22,0.03,1.63
3258,0.01,17.88,0.02,1.99
3259,0.1,16.98,0.03,1.88
3260,0.07,17.65,0.01,2.96
3261,0.21,14.73,0.01,2.63
3262,0.01,6.12,0.02,0.91
3263,0.09,23.24,0.001,3.26
3264,0.36,1.01,0.001,2.35
3265,0.07,26.26,0.01,0.18
3266,0.09,10.66,0.01,3.45
3267,0.02,16.82,0.05,2.3
3268,0.06,19.33,0.001,1.19
3269,0.01,15.17,0.02,0.82
3270,0.37,23.28,0.02,3.11
3271,0.16,22.04,0.02,1.16
3272,0.02,22.48,0.01,2.27
3273,0.05,27.89,0.02,3.81
3274,0.15,16.69,0.02,1.4
3275,0.14,18.71,0.01,0.1
3276,0.11,25.28,0.03,1.03
3277,0.1,2.22,0.001,3.32
3278,0.13,28.57,0.03,1.0
3279,0.03,24.89,0.001,2.4
3280,0.01,0.4,0.001,2.15
3281,0.08,9.9,,1.09
3282,0.09,21.12,,0.61
3283,0.02,9.49,0.03,3.44
3284,0.08,13.67,0.04,3.1
3285,0.1,24.83,0.001,3.43
3286,0.04,3.9,0.02,2.85
3287,0.01,28.29,0.03,3.45
3288,0.0,17.09,0.01,2.01
3289,0.01,2.48,0.04,1.24
3290,0.37,19.85,0.02,2.26
3291,0.06,20.6,0.02,1.71
3292,0.02,0.09,0.03,3.22
3293,0.04,17.34,0.02,2.45
3294,0.16,8.09,0.01,1.03
3295,0.03,2.33,0.001,1.19
3296,0.07,17.59,0.01,2.82
3297,0.33,22.83,0.03,2.0
3298,0.29,4.93,0.01,0.55
3299,0.02,27.09,0.02,2.3
3300,0.17,1.84,0.01,0.06
3301,0.18,20.46,0.04,
3302,0.09,2.36,0.02,1.85
3303,0.1,4.61,0.03,1.09
3304,0.09,8.11,0.01,1.47
3305,0.06,,0.04,2.19
3306,0.08,9.25,0.02,0.2
3307,0.02,10.88,0.01,2.59
3308,0.07,10.69,0.001,3.42
3309,0.1,24.37,0.01,0.7
3310,0.1,25.5,0.01,2.64
3311,0.3,14.51,0.05,2.01
3312,0.22,6.52,0.02,0.42
3313,0.06,21.75,0.04,1.29
3314,0.02,9.91,0.04,2.68
3315,0.03,27.93,0.03,3.58
3316,0.21,18.67,0.02,2.36
3317,0.02,5.38,0.02,3.7
3318,0.02,18.53,0.03,2.14
3319,,20.11,0.02,2.39
3320,0.22,26.94,0.001,1.95
3321,0.05,24.12,0.05,3.59
3322,0.08,0.53,0.05,3.96
3323,0.04,0.68,0.01,1.37
3324,0.0,3.82,0.03,1.69
3325,0.05,,0.03,0.3
3326,0.05,20.11,0.03,1.28
3327,0.27,12.27,0.02,1.37
3328,0.05,17.25,0.04,3.51
3329,0.01,27.18,0.04,2.87
3330,0.07,24.62,,1.51
3331,0.31,12.63,0.02,2.93
3332,0.06,0.29,0.03,3.65
3333,0.13,6.52,0.04,3.93
3334,0.16,26.67,0.05,0.53
3335,0.12,8.04,0.02,2.36
3336,0.11,0.9,0.05,0.32
3337,0.04,6.59,0.02,2.24
3338,0.07,22.04,0.05,3.98
3339,0.02,10.11,0.03,0.15
3340,0.08,11.11,0.03,1.96
3341,0.01,14.46,0.01,2.91
3342,0.16,11.06,0.04,3.58
3343,0.05,2.31,0.03,3.99
3344,0.06,2.61,0.01,2.56
3345,0.01,3.73,0.05,3.38
3346,0.05,25.22,0.02,2.99
3347,0.07,14.78,0.03,0.96
3348,0.07,3.34,0.01,0.72
3349,0.13,14.59,0.03,2.84
3350,0.02,10.66,0.03,3.87
3351,0.09,15.72,,3.28
3352,0.02,,0.02,3.23
3353,0.08,3.91,0.01,3.06
3354,0.07,9.92,0.05,1.65
3355,0.03,22.91,0.02,0.57
3356,0.04,11.12,0.02,1.19
3357,0.02,24.93,0.01,3.18
3358,0.03,14.13,0.001,0.74
3359,0.05,24.72,0.05,3.68
3360,0.11,28.81,0.04,1.16
3361,0.02,1.13,0.01,1.79
3362,0.02,11.39,0.05,2.97
3363,0.05,28.38,0.04,1.25
3364,0.02,18.64,0.001,3.09
3365,0.07,23.54,0.001,2.29
3366,0.04,12.27,0.02,1.05
3367,0.02,22.04,0.05,1.79
3368,0.09,9.87,0.01,3.62
3369,0.35,12.18,0.04,0.98
3370,0.03,7.48,0.03,0.83
3371,0.06,9.74,0.01,3.58
3372,0.04,0.35,0.04,2.16
3373,0.0,3.56,0.03,2.75
3374,0.03,23,0.01,1.18
3375,0.09,28.95,0.05,2.13
3376,0.03,7.18,0.04,1.24
3377,0.17,22.39,0.01,1.13
3378,0.03,11.64,0.03,3.67
3379,0.15,8.22,0.04,2.17
3380,0.1,14.05,0.01,2.76
3381,0.0,17.32,0.02,0.92
3382,0.06,23.87,0.04,2.54
3383,0.08,14.84,0.02,1.52
3384,0.07,29.07,0.03,1.85
3385,0.0,4.48,0.05,2.22
3386,0.33,29.42,0.03,2.33
3387,0.09,0.93,0.05,3.21
3388,0.05,23.99,0.01,0.57
3389,0.31,26.81,0.01,0.28
3390,0.05,18.17,0.001,1.77
3391,0.02,28.74,0.02,3.15
3392,0.01,15.65,0.04,3.92
3393,0.31,9.66,0.03,2.27
3394,0.05,26,0.02,0.38
3395,0.02,15.44,0.04,1.65
3396,0.02,28.5,0.001,3.67
3397,0.09,27.01,0.01,3.84
3398,0.38,25.49,0.001,1.74
3399,0.02,8.36,0.01,0.38
3400,0.06,21.63,0.03,2.52
3401,0.11,8.98,0.16,3.66
3402,0.09,21.06,0.7,3.65
3403,0.03,13.92,0.45,0.98
3404,0.09,11.23,0.13,3.56
3405,0.04,24.23,0.39,0.3
3406,0.09,14.37,0.16,3.74
3407,0.25,5.5,0.18,2.32
3408,0.08,19.77,0.6,1.15
3409,0.0,24.48,0.89,1.44
3410,0.14,16.66,0.7,1.62
3411,0.03,3.5,0.09,3.32
3412,0.08,21.86,1.01,1.48
3413,0.08,19.16,0.75,3.32
3414,0.09,23.88,0.63,3.23
3415,0.02,18.72,0.06,4.33
3416,0.0,2.31,0.75,1.3
3417,0.1,15.74,0.2,0.72
3418,0.03,16.93,0.35,0.95
3419,0.26,26.84,0.72,1.17
3420,0.09,17.89,0.33,3.46
3421,0.02,18.89,0.17,0.54
3422,0.02,8.02,0.31,1.12
3423,0.18,10.57,0.83,0.85
3424,0.09,20.54,,2.88
3425,0.03,26.95,0.11,1.2
3426,0.03,21.97,0.73,0.97
3427,0.25,6.71,0.69,1.41
3428,0.31,2.3,0.05,3.4
3429,0.22,15.04,0.94,2.33
3430,0.06,25.74,0.09,3.47
3431,0.04,22.7,0.78,2.12
3432,0.09,6,0.18,4.27
3433,0.04,26.09,0.28,
3434,0.1,15.65,0.43,2.86
3435,0.39,29.19,0.81,3.19
3436,0.24,3.97,0.4,2.27
3437,0.28,23.09,0.83,2.89
3438,0.08,26.75,0.71,0.9
3439,0.09,12.98,0.82,2.14
3440,0.05,19.8,0.86,3.44
3441,0.21,9.39,0.07,4.6
3442,0.3,22.22,0.04,1.09
3443,0.06,0.97,0.26,2.26
3444,0.06,28.09,0.79,0.46
3445,0.02,13.64,0.24,0.65
3446,0.09,0.04,0.36,0.2
3447,0.03,28.74,0.49,2.77
3448,0.08,10.73,0.05,4.12
3449,0.01,8.92,0.2,4.88
3450,0.02,0.34,0.64,3.45
3451,0.03,23.06,0.06,4.0
3452,0.09,20.71,0.84,3.05
3453,0.04,18.54,0.26,1.61
3454,0.08,10.05,0.16,2.57
3455,0.04,8.53,0.25,1.85
3456,0.03,3.43,0.83,3.08
3457,0.01,21.14,0.88,4.22
3458,0.0,3.12,0.85,0.97
3459,0.08,12.3,0.55,4.19
3460,0.05,2.11,0.58,4.31
3461,0.17,29.09,0.41,1.98
3462,0.1,13.49,0.34,1.14
3463,0.17,3.04,0.03,1.01
3464,0.29,3.72,0.95,1.32
3465,0.04,20.98,0.44,4.22
3466,0.17,19.86,0.23,3.84
3467,0.0,12.18,0.38,2.71
3468,0.26,22.23,0.07,3.14
3469,0.11,8.6,0.64,3.18
3470,0.1,10.49,0.7,1.39
3471,0.29,8.73,0.7,2.82
3472,0.0,13.74,0.34,4.68
3473,0.03,28.45,0.66,1.76
3474,0.02,18.87,0.73,1.67
3475,0.18,19.32,0.64,2.11
3476,0.02,8.07,0.34,3.88
3477,0.09,16.56,0.73,3.15
3478,0.14,14.04,0.07,3.05
3479,0.04,27.79,0.56,3.38
3480,0.05,18.69,0.98,0.62
3481,0.12,14.69,0.49,3.89
3482,0.02,9.23,0.48,2.16
3483,0.01,28.19,0.42,1.56
3484,0.01,25.85,0.96,0.92
3485,0.09,10.28,0.16,0.39
3486,0.06,22.41,0.58,3.21
3487,0.07,9.22,0.58,3.85
3488,0.0,15.52,0.91,3.56
3489,0.07,15.32,0.65,2.25
3490,0.13,17.59,0.85,1.89
3491,0.06,21.74,0.46,3.7
3492,0.07,13.64,0.81,
3493,0.12,2.74,0.37,3.73
3494,0.18,22.74,0.76,2.29
3495,0.09,4.05,0.22,2.31
3496,0.08,13.45,0.74,3.98
3497,0.15,19.01,0.26,2.48
3498,0.02,22.92,0.96,2.56
3499,0.04,13.08,0.43,2.66
3500,0.23,11.02,0.85,0.93
3501,0.02,9.09,0.84,1.29
3502,0.03,29.58,0.18,3.65
3503,0.08,17.92,0.85,0.78
3504,0.07,19.96,0.67,3.62
3505,0.08,,0.3,3.65
3506,0.04,26.67,0.76,0.41
3507,0.06,6.44,1.0,1.87
3508,0.03,9.51,0.69,2.19
3509,0.28,12.16,0.92,4.29
3510,0.07,0.17,0.95,0.51
3511,0.08,14.71,0.1,4.03
3512,0.1,16.5,0.21,3.15
3513,0.02,10.15,0.61,1.83
3514,0.21,1.97,0.59,3.15
3515,0.05,18.97,0.24,2.06
3516,0.09,19.07,0.81,1.75
3517,0.07,9.1,0.21,1.94
3518,0.01,5.09,0.84,3.2
3519,0.14,16.25,0.95,3.27
3520,,1.91,0.2,2.38
3521,0.09,5.33,0.3,2.62
3522,0.13,22.19,0.08,2.26
3523,0.02,29.62,0.34,2.1
3524,0.0,25.1,0.78,1.59
3525,0.06,19.63,0.13,1.72
3526,0.11,23.08,0.76,3.69
3527,0.03,23.48,0.6,1.12
3528,0.39,23.27,0.07,2.63
3529,0.02,17.74,0.09,4.89
3530,0.01,10.26,0.02,3.51
3531,0.18,1.26,0.33,4.15
3532,0.12,25.94,0.76,2.32
3533,0.03,21.48,0.11,3.76
3534,0.02,1.26,0.71,3.63
3535,0.12,13.49,0.14,3.75
3536,0.17,19.39,0.19,1.71
3537,0.09,27.37,0.23,2.51
3538,0.27,9.69,0.2,2.28
3539,0.1,17.03,0.96,2.96
3540,0.05,11.56,0.49,1.79
3541,0.03,10.92,0.71,4.13
3542,0.04,5.56,0.69,1.06
3543,0.07,3.98,0.56,1.54
3544,0.01,15.95,0.9,0.63
3545,0.09,14.86,0.53,0.87
3546,0.26,27.42,0.13,3.84
3547,0.29,29.17,0.81,1.34
3548,0.08,1.24,0.87,2.42
3549,0.01,9.24,0.29,2.14
3550,0.0,14.38,0.86,1.33
3551,0.08,5.38,0.29,4.24
3552,0.04,23.14,0.21,3.39
3553,0.29,26.02,0.5,4.04
3554,0.03,20.55,0.4,2.92
3555,0.02,18.31,1.03,3.0
3556,0.1,16.67,0.32,2.53
3557,0.37,12.36,1.02,2.49
3558,0.07,23.31,0.58,1.91
3559,0.27,19.19,0.97,1.01
3560,0.18,27.98,0.61,4.12
3561,0.04,14.34,0.07,2.69
3562,0.1,4.53,0.07,2.16
3563,0.12,3.9,0.58,0.78
3564,0.17,1.93,0.09,3.45
3565,0.04,8.66,0.08,2.24
3566,0.09,17.56,0.52,1.03
3567,0.07,5.7,0.55,2.42
3568,0.06,19.35,0.61,3.33
3569,0.0,18.07,0.91,3.69
3570,0.09,21.66,0.43,3.23
3571,0.08,15.91,0.61,3.16
3572,0.03,1.56,0.08,2.86
3573,0.3,6.37,0.25,0.89
3574,0.07,1.76,0.99,2.15
3575,0.07,25.49,0.05,3.33
3576,0.04,8.03,0.81,3.85
3577,0.06,26.54,0.73,1.02
3578,0.03,20.28,0.24,3.68
3579,0.2,9.82,0.37,2.03
3580,0.34,28.14,0.62,0.93
3581,0.04,20.09,1.02,3.73
3582,0.04,10.06,0.57,3.63
3583,0.06,2.05,0.93,2.64
3584,0.21,28.49,0.27,2.72
3585,0.05,21.58,1.02,4.02
3586,0.1,8.61,0.75,3.69
3587,0.13,19.5,,2.77
3588,0.07,8.52,0.44,0.74
3589,0.03,2.24,0.98,3.3
3590,0.18,22.11,0.42,2.93
3591,0.04,18.83,0.92,2.85
3592,0.03,18.97,0.74,1.53
3593,0.03,17.94,0.18,0.94
3594,0.14,23.41,0.27,1.11
3595,0.02,23.97,0.38,3.63
3596,0.19,15.51,1.01,2.39
3597,0.07,,0.37,3.29
3598,0.09,23.66,0.07,1.56
3599,0.01,13.24,0.52,2.43
3600,0.09,22.26,0.7,3.92
3601,0.04,11.54,0.79,2.93
3602,0.04,25.8,0.61,2.73
3603,0.03,21.2,0.19,0.95
3604,0.08,25.03,0.07,1.67
3605,0.13,12.22,0.58,4.18
3606,0.1,14.2,0.12,2.64
3607,0.12,24.97,0.84,4.02
3608,0.03,28.72,0.6,1.42
3609,0.09,25.14,0.52,1.17
3610,0.06,4.2,0.5,3.31
3611,0.06,28.14,0.16,4.1
3612,0.01,24.76,0.38,1.32
3613,0.05,0.28,0.81,4.06
3614,0.09,8.11,0.72,3.58
3615,0.07,0.18,0.76,1.98
3616,0.06,23.64,0.25,3.56
3617,0.17,29.7,0.8,2.53
3618,0.06,14,0.83,3.27
3619,0.03,27.44,0.96,1.4
3620,0.05,9.62,0.24,4.29
3621,0.11,2.87,0.34,2.06
3622,0.16,6.82,0.64,1.51
3623,0.04,0.88,0.48,1.72
3624,0.18,8.14,0.33,2.25
3625,0.01,15.08,0.63,3.03
3626,0.06,8.61,0.08,2.49
3627,0.03,16.55,0.42,2.65
3628,0.19,17.72,,2.95
3629,0.1,22.33,0.72,1.85
3630,0.01,2.7,0.39,2.25
3631,0.32,1.4,0.96,4.02
3632,0.06,22.03,0.78,2.31
3633,0.06,7.24,0.84,1.13
3634,0.03,13.62,0.04,1.31
3635,0.02,2.1,0.49,3.02
3636,0.05,5.33,0.95,3.77
3637,0.07,10.01,0.63,1.43
3638,0.07,27.55,0.71,3.12
3639,0.1,25.48,0.04,3.67
3640,0.32,20.18,0.53,3.92
3641,0.05,21.03,0.14,3.88
3642,0.22,10.37,0.02,4.53
3643,0.01,11.74,0.07,3.28
3644,0.07,9.8,0.32,2.32
3645,0.08,18.38,0.73,3.09
3646,0.06,6.44,0.36,2.5
3647,0.06,24.5,0.44,3.79
3648,0.1,5.69,0.25,1.42
3649,0.36,0.55,0.61,0.78
3650,0.06,9.74,0.95,1.55
3651,0.05,22.25,0.64,1.54
3652,0.1,25.36,0.61,1.82
3653,0.04,12.02,0.9,1.9
3654,0.08,12.56,0.62,0.68
3655,0.04,27.35,0.5,1.59
3656,0.07,7.79,0.87,2.76
3657,0.14,7.77,0.72,0.88
3658,0.18,22.59,0.72,4.09
3659,0.08,7.86,0.31,1.35
3660,0.03,9.53,0.86,2.09
3661,0.17,25.41,0.48,0.53
3662,0.05,3.88,0.7,3.33
3663,0.05,25.43,0.29,1.09
3664,,28.75,0.36,1.87
3665,0.11,22.64,0.19,0.02
3666,0.27,2,0.29,3.19
3667,0.04,3.1,0.91,1.49
3668,0.05,12.12,0.47,2.02
3669,0.19,10.27,0.73,2.47
3670,0.01,1.99,0.09,4.81
3671,0.19,26.05,0.18,2.7
3672,0.29,28.32,0.67,3.74
3673,0.06,4.59,0.15,0.66
3674,0.02,4.72,0.68,0.55
3675,0.06,2.48,0.72,1.26
3676,0.19,23.09,0.65,1.31
3677,0.18,1.43,0.18,2.04
3678,0.06,13.71,0.93,
3679,0.1,15.57,0.32,2.98
3680,0.1,26.31,0.14,0.43
3681,,7.97,1.01,1.75
3682,0.05,18.54,0.52,1.67
3683,0.07,7.13,0.73,2.18
3684,0.02,2.49,0.26,3.99
3685,0.18,25.83,0.76,4.11
3686,0.03,18.72,0.76,1.66
3687,0.04,12.15,0.13,2.11
3688,0.01,24.13,0.15,3.38
3689,0.01,1.62,0.6,
3690,0.01,11.08,0.54,0.98
3691,0.09,6.34,0.12,3.59
3692,0.05,9.59,0.07,4.6
3693,0.24,5.42,0.23,1.93
3694,0.03,0.95,0.86,3.28
3695,0.09,10.81,0.69,2.67
3696,0.18,5.26,0.93,3.49
3697,0.07,9.56,0.98,2.36
3698,0.13,5,0.4,2.73
3699,0.2,3.72,0.14,1.46
3700,0.02,11.01,0.37,2.42
3701,0.07,26.86,0.62,3.99
3702,0.03,0.37,0.61,2.27
3703,0.04,2.4,0.84,3.54
3704,0.04,8.3,0.07,2.89
3705,0.03,28.75,0.78,3.48
3706,0.07,2.97,0.2,3.43
3707,0.29,28.61,0.63,1.16
3708,0.09,19.54,0.7,4.0
3709,0.06,10.17,0.47,3.53
3710,0.17,14.34,0.53,0.21
3711,0.06,24,0.53,3.78
3712,0.06,23.59,0.34,4.23
3713,0.07,24.34,0.77,1.79
3714,0.1,28.08,0.56,0.74
3715,0.14,18.13,0.07,1.72
3716,0.01,7.1,0.17,4.34
3717,0.1,16.73,0.86,4.09
3718,0.24,8.71,0.51,2.93
3719,0.08,11.75,0.46,2.14
3720,0.07,4.64,0.16,4.17
3721,0.01,21.3,0.12,1.15
3722,0.01,5.61,0.72,1.73
3723,0.06,25.84,0.48,1.28
3724,0.11,22.15,0.68,4.27
3725,0.12,22.45,0.23,4.2
3726,0.01,19.21,0.88,1.07
3727,0.19,9.82,0.16,3.52
3728,0.0,11.76,0.59,2.66
3729,0.22,11.53,0.19,1.75
3730,0.08,13.71,0.21,1.01
3731,0.16,4.87,0.08,2.3
