Id,copper,flouride,bacteria,viruses,lead
3061,1.5,1.01,0.61,0.61,0.131
3062,0.54,1.4,0.55,0.55,0.073
3063,0.01,1.38,0.13,0.008,0.121
3064,0.8,0.25,0.64,0.64,0.096
3065,1.47,1.24,0.83,0.83,0.026
3066,1.89,1.38,0.89,0.89,0.033
3067,0.06,0.78,0.89,0.89,0.09
3068,1.14,0.92,0.02,0.006,0.019
3069,0.36,0.55,0.14,0.006,0.169
3070,1.77,1.43,0.97,0.97,0.118
3071,0.61,1.26,0.42,0.005,0.162
3072,0.46,1.4,0.41,0.008,0.108
3073,1.74,1.4,0.94,0.94,0.166
3074,1.06,1.18,0.56,0.56,0.115
3075,1.47,0.37,0.74,0.74,0.13
3076,1.58,0.13,0.97,0.97,0.17
3077,1.4,0.07,0.74,0.74,0.145
3078,0.95,0.75,0.82,0.82,0.197
3079,0.58,1.32,0.59,0.59,0.118
3080,1.58,0.96,0.31,0.009,0.057
3081,1.07,1.03,0.27,0.002,0.141
3082,0.86,1.31,0.15,0.009,0.046
3083,1.66,1.1,0.29,0.0,0.113
3084,1.04,1.06,0.5,0.5,0.038
3085,0.93,0.89,0.84,0.84,0.179
3086,1.38,1.48,0.67,0.67,0.08
3087,1.54,0.82,0.01,0.007,0.145
3088,0.58,0.62,0.36,0.005,0.006
3089,0.7,0.85,0.19,0.0,0.124
3090,0.08,0.38,0.38,0.006,0.16
3091,1.66,0.53,0.43,0.009,0.03
3092,0.73,0.64,0.47,0.007,0.089
3093,0.12,,0.94,0.94,0.049
3094,1.2,1.45,0.49,0.001,0.091
3095,0.95,0.43,0.94,0.94,0.07
3096,0.08,1.5,0.1,0.002,0.107
3097,1.75,0.3,0.56,0.56,0.166
3098,1.17,0.27,0.26,0.005,0.013
3099,1.79,1.31,0.78,0.78,0.065
3100,1.78,1.17,0.28,0.002,0.035
3101,1.41,0.51,0.02,0.008,0.187
3102,0.53,0.12,0.66,0.66,0.016
3103,0.63,1.12,0.41,0.002,0.185
3104,1.52,1.04,0.29,0.009,0.149
3105,0.78,0.05,0.52,0.52,0.19
3106,1.93,0.43,0.73,0.73,0.18
3107,0.48,0.05,0.22,0.009,0.169
3108,0.54,1.41,0.99,0.99,0.113
3109,0.64,0.43,0.46,0.002,0.059
3110,1.89,1.36,0.82,0.82,0.17
3111,0.54,1.2,0.59,0.59,0.047
3112,1.03,0.99,0.43,0.006,0.132
3113,1.84,0.22,0.13,0.004,0.035
3114,0.4,0.34,0.65,0.65,0.013
3115,0.01,0.78,0.54,0.54,0.035
3116,1.9,1.1,1.0,1.0,0.165
3117,1.46,1.46,0.76,0.76,0.083
3118,1.04,0.51,0.71,0.71,0.141
3119,0.99,0.62,0.72,0.72,0.076
3120,1.13,1.05,0.97,0.97,0.007
3121,0.59,0.4,0.88,0.88,0.097
3122,1.91,0.83,0.07,0.008,0.018
3123,0.61,1.46,0.84,0.84,0.136
3124,0.15,0.52,0.45,0.008,0.025
3125,0.67,0.75,0.08,0.001,0.034
3126,1.59,0.21,0.35,0.003,0.016
3127,1.59,0.27,0.88,0.88,0.183
3128,0.27,1.42,0.8,0.8,0.107
3129,1.53,1.3,0.93,0.93,0.075
3130,0.23,0.91,0.75,0.75,0.191
3131,0.47,0.89,0.78,0.78,0.038
3132,0.89,0.04,0.46,0.002,0.089
3133,0.07,0.73,0.06,0.001,0.157
3134,0.4,0.27,0.42,0.008,0.062
3135,1.05,0.69,0.77,0.77,0.052
3136,1.27,1.15,0.97,0.97,0.015
3137,0.72,0.53,0.35,0.007,0.03
3138,1.65,0.69,0.74,0.74,0.046
3139,1.26,1.04,0.17,0.0,0.2
3140,0.16,0.49,0.97,0.97,0.163
3141,0.1,1.38,0.26,0.005,0.033
3142,0.03,0.15,0.09,0.0,0.165
3143,1.95,0.48,0.13,0.001,0.095
3144,1.92,0.72,0.42,0.004,0.009
3145,1.48,0.54,0.73,0.73,0.126
3146,1.62,1.48,0.99,0.99,0.162
3147,1.49,1.05,0.57,0.57,0.196
3148,1.76,0.56,0.5,0.5,
3149,1.98,0.51,0.93,0.93,0.152
3150,0.66,0.55,0.38,0.005,0.16
3151,0.51,0.91,0.7,0.7,0.041
3152,1.97,0.26,0.51,0.51,0.122
3153,1.57,0.11,0.52,0.52,0.018
3154,0.42,0.07,0.78,0.78,0.196
3155,1.34,0.03,0.18,0.006,0.061
3156,0.21,,0.32,0.007,0.097
3157,1.93,0.18,0.49,0.008,0.04
3158,1.5,0.63,0.74,0.74,0.152
3159,1.82,0.26,0.92,0.92,0.105
3160,1.69,0.94,0.51,0.51,0.198
3161,,1.31,0.76,0.76,0.088
3162,1.33,0.63,0.74,0.74,0.132
3163,0.7,1.42,0.97,0.97,0.196
3164,0.67,1.08,0.41,0.004,0.008
3165,1.57,1.17,0.26,0.004,0.135
3166,0.1,0.01,0.92,0.92,0.101
3167,1.98,1.32,0.86,0.86,0.034
3168,0.28,1.25,0.06,0.005,0.048
3169,1.62,1.27,0.0,0.001,0.117
3170,1.5,0.92,0.44,0.004,0.184
3171,1.31,1.16,0.72,0.72,0.156
3172,0.23,0.31,0.43,0.0,0.102
3173,1.05,0.15,0.24,0.004,0.154
3174,0.77,0.49,0.11,0.003,0.075
3175,0.99,0.08,0.52,0.52,0.022
3176,1.52,0.53,0.62,0.62,0.188
3177,1.42,0.7,0.11,0.001,0.053
3178,0.2,0.28,0.46,0.006,0.113
3179,1.18,0.47,0.42,0.009,0.087
3180,0.76,1.33,,0.003,0.077
3181,0.69,0.14,0.44,0.008,0.155
3182,0.26,0.59,0.61,0.61,0.008
3183,0.93,0.62,0.35,0.004,0.198
3184,1.72,0.91,0.38,0.008,0.019
3185,0.77,1.4,0.7,0.7,0.115
3186,1.36,0.31,0.84,0.84,0.1
3187,1.0,0.0,0.51,0.51,0.169
3188,1.48,0.45,0.59,0.59,0.053
3189,1.4,0.05,0.3,0.003,0.142
3190,0.33,0.74,0.32,0.005,0.008
3191,0.17,0.95,0.62,0.62,0.021
3192,1.18,1.1,0.38,,0.044
3193,1.51,1.33,0.16,0.003,0.004
3194,0.84,,,0.89,0.048
3195,0.19,1.18,0.71,0.71,0.162
3196,1.98,0.63,0.99,0.99,0.005
3197,1.12,1.15,0.69,0.69,0.121
3198,1.84,0.4,0.59,0.59,0.178
3199,1.35,0.32,0.29,0.008,0.198
3200,1.71,0.65,0.64,0.64,0.12
3201,1.31,0.33,0.58,0.58,0.113
3202,0.53,0.88,0.93,0.93,0.076
3203,1.23,0.66,0.93,0.93,0.155
3204,1.19,0.38,0.84,0.84,0.064
3205,0.38,0.61,0.2,0.001,0.03
3206,1.76,0.21,0.98,0.98,0.01
3207,1.13,1.34,0.48,0.003,0.162
3208,1.85,0.33,0.6,0.6,0.16
3209,1.45,0.11,0.19,0.004,0.133
3210,0.23,0.21,0.54,0.54,0.097
3211,0.11,0.11,0.41,0.0,0.003
3212,1.6,0.52,0.51,0.51,0.125
3213,0.83,0.59,0.85,0.85,0.025
3214,0.68,0.01,0.95,0.95,0.006
3215,0.4,1.41,0.82,0.82,0.023
3216,1.43,1.35,0.27,0.004,0.026
3217,1.23,0.52,0.62,0.62,0.022
3218,0.15,0.98,0.91,0.91,0.187
3219,1.21,1.33,0.55,0.55,0.116
3220,1.5,0.48,0.65,0.65,0.125
3221,1.56,0.25,0.54,0.54,0.023
3222,1.67,0.5,0.89,0.89,0.062
3223,1.65,1.23,0.02,0.006,0.048
3224,0.57,0.92,0.48,0.006,0.037
3225,0.24,1.19,0.27,0.003,0.13
3226,1.25,1.34,0.79,0.79,0.037
3227,0.02,1.05,0.56,0.56,0.174
3228,0.1,1.47,0.9,0.9,0.097
3229,1.81,0.0,0.0,0.003,0.12
3230,1.11,0.07,0.29,0.002,0.155
3231,1.76,0.61,0.53,0.53,0.105
3232,1.52,0.94,0.15,0.008,0.042
3233,0.9,0.28,0.19,0.001,0.059
3234,1.21,0.32,0.01,0.004,0.021
3235,0.39,1.35,1.0,1.0,0.158
3236,0.44,0.08,0.63,0.63,0.044
3237,0.84,0.64,0.46,0.002,0.074
3238,1.35,1.03,0.04,0.007,0.067
3239,1.68,1.4,0.16,0.005,0.164
3240,1.18,1.34,0.72,0.72,0.17
3241,1.95,1.48,0.34,0.004,0.183
3242,1.34,0.69,0.77,0.77,0.11
3243,0.69,1.32,0.62,0.62,0.103
3244,1.85,0.88,0.36,0.005,0.072
3245,0.34,0.61,0.98,0.98,0.076
3246,1.42,1.03,0.01,0.008,0.014
3247,1.97,0.12,0.52,0.52,0.121
3248,1.85,1.43,0.68,0.68,0.089
3249,1.23,0.51,0.57,0.57,0.176
3250,0.67,0.25,0.74,,0.169
3251,0.28,0.93,0.82,0.82,0.175
3252,1.46,0.93,0.83,0.83,0.166
3253,1.88,0.45,0.38,0.009,0.128
3254,1.95,1.18,0.81,0.81,0.075
3255,0.24,1.23,0.0,0.008,
3256,1.63,0.26,0.61,0.61,0.142
3257,0.47,0.9,0.16,0.007,0.037
3258,1.54,0.05,0.45,0.009,0.111
3259,0.88,0.12,0.87,0.87,0.143
3260,0.0,1.25,0.11,0.003,0.014
3261,0.76,0.47,0.74,0.74,0.175
3262,1.64,0.78,0.8,0.8,0.092
3263,1.58,0.57,0.6,0.6,0.146
3264,1.95,0.48,0.29,0.002,0.174
3265,1.81,0.92,0.7,0.7,0.018
3266,1.22,1.23,0.96,0.96,0.142
3267,1.05,0.86,0.37,0.002,0.113
3268,0.38,0.47,0.04,0.007,0.176
3269,1.46,0.45,0.3,0.008,0.197
3270,1.52,0.67,0.68,0.68,0.105
3271,0.95,1.0,0.75,0.75,0.119
3272,1.64,1.06,0.07,0.001,0.147
3273,1.24,0.66,0.68,0.68,0.182
3274,1.43,1.39,0.11,0.0,0.118
3275,1.32,0.95,0.61,0.61,0.16
3276,,1.19,0.09,0.005,0.032
3277,1.69,1.37,0.93,0.93,
3278,0.8,0.91,0.15,0.008,0.05
3279,1.07,1.04,0.76,0.76,0.043
3280,0.53,1.05,0.38,0.003,0.076
3281,0.37,0.95,0.33,0.006,0.072
3282,0.83,1.09,0.34,0.005,0.084
3283,0.16,0.39,0.41,0.006,0.037
3284,0.88,0.28,0.15,0.005,0.097
3285,0.04,0.2,0.44,0.007,0.035
3286,0.29,0.57,0.64,0.64,0.154
3287,1.04,1.36,0.72,0.72,0.161
3288,0.58,0.54,0.2,0.005,0.147
3289,0.81,0.54,0.11,0.005,
3290,0.78,0.06,0.54,0.54,0.081
3291,0.11,1.22,0.52,0.52,0.176
3292,1.8,0.72,0.57,0.57,0.088
3293,0.87,0.3,0.76,0.76,0.022
3294,0.42,0.07,0.32,0.0,0.015
3295,1.83,0.04,0.84,0.84,0.11
3296,,0.76,0.49,0.003,0.109
3297,1.65,0.61,0.78,0.78,0.146
3298,0.2,0.86,0.1,0.005,0.191
3299,0.94,1.13,0.81,0.81,0.017
3300,1.77,0.78,0.22,0.005,0.053
3301,1.93,0.02,0.49,0.007,0.194
3302,0.03,0.73,0.9,0.9,0.024
3303,0.5,1.31,0.13,0.009,0.068
3304,1.56,1.47,0.97,0.97,0.166
3305,1.26,0.04,0.46,0.007,0.046
3306,1.33,0.71,0.66,0.66,0.014
3307,0.73,1.06,0.69,0.69,0.011
3308,0.88,1.13,0.5,,0.03
3309,1.43,0.63,0.59,0.59,0.146
3310,0.99,0.36,0.34,0.007,0.114
3311,0.26,1.41,0.34,0.004,0.05
3312,1.58,0.43,0.98,0.98,0.187
3313,1.65,0.03,0.17,0.001,0.067
3314,1.52,1.02,0.39,0.002,0.071
3315,0.69,1.39,0.89,0.89,0.005
3316,0.55,1.01,0.68,0.68,0.198
3317,0.29,1.14,0.77,0.77,0.174
3318,0.56,1.49,0.58,0.58,0.05
3319,1.62,0.98,0.07,0.008,0.107
3320,0.36,,0.23,0.004,0.055
3321,1.53,0.33,0.8,0.8,0.164
3322,0.69,1.35,0.04,0.0,0.139
3323,1.05,0.28,0.7,0.7,0.096
3324,0.81,1.43,0.72,0.72,0.037
3325,0.9,1.24,0.6,0.6,0.061
3326,1.26,1.27,0.23,0.008,0.176
3327,1.73,0.8,0.93,0.93,0.174
3328,1.72,0.73,0.81,0.81,0.155
3329,1.92,1.44,0.13,0.002,0.154
3330,1.92,1.42,0.67,0.67,0.194
3331,0.38,0.27,0.08,0.006,0.131
3332,1.31,0.63,0.44,0.003,0.139
3333,0.04,1.37,0.84,0.84,0.032
3334,1.76,1.44,0.95,0.95,0.162
3335,1.97,0.08,0.69,0.69,0.184
3336,0.85,1.35,0.05,0.008,0.059
3337,0.3,1.02,0.88,0.88,0.032
3338,0.16,0.12,0.63,0.63,0.026
3339,1.17,0.9,0.95,0.95,0.014
3340,0.54,0.72,0.28,0.001,0.028
3341,1.45,0.04,0.13,0.007,0.074
3342,0.41,0.24,0.61,0.61,0.127
3343,1.0,1.33,0.49,0.001,0.031
3344,0.46,1.31,0.64,0.64,0.093
3345,1.18,1.41,0.63,0.63,0.128
3346,1.27,1.25,0.75,0.75,0.076
3347,0.0,0.38,0.04,0.007,0.166
3348,0.1,0.46,0.22,0.001,0.165
3349,1.23,1.01,0.6,0.6,0.04
3350,0.82,0.57,0.82,0.82,0.023
3351,0.67,0.08,0.61,0.61,0.123
3352,1.56,0.63,0.45,0.006,0.142
3353,1.15,1.03,0.4,0.001,0.145
3354,1.76,0.65,0.92,0.92,0.105
3355,1.76,0.69,0.22,0.002,0.054
3356,1.69,0.39,0.05,0.004,0.125
3357,0.13,0.84,0.65,0.65,0.168
3358,0.63,0.7,0.08,0.001,0.144
3359,1.56,1.02,0.04,0.001,0.075
3360,1.8,0.55,0.26,0.006,0.097
3361,0.24,0.05,0.35,0.002,0.102
3362,1.21,0.75,0.38,0.007,0.008
3363,1.33,1.29,0.43,0.006,0.108
3364,0.93,0.94,0.92,0.92,0.011
3365,1.19,0.52,0.49,0.003,0.057
3366,,0.27,0.62,0.62,0.166
3367,0.1,1.07,0.22,0.004,0.089
3368,1.15,1.49,0.11,0.001,0.087
3369,1.17,0.82,0.62,0.62,0.177
3370,0.55,1.14,0.26,0.006,0.18
3371,1.53,1.17,0.43,0.007,0.091
3372,1.4,0.44,0.07,0.007,0.15
3373,0.96,0.02,0.63,0.63,0.042
3374,1.82,0.02,0.22,0.008,0.017
3375,0.84,0.62,0.8,0.8,0.093
3376,1.78,0.33,0.22,0.0,0.061
3377,1.54,0.47,0.67,0.67,0.042
3378,1.35,1.33,0.21,0.007,0.151
3379,1.22,0.78,0.46,0.007,0.082
3380,1.67,0.62,0.02,0.004,0.09
3381,1.64,1.43,0.16,0.009,0.075
3382,1.56,0.21,0.73,0.73,0.111
3383,0.69,1.06,0.89,0.89,0.061
3384,1.12,0.53,0.14,0.008,0.159
3385,1.69,0.11,0.47,0.008,0.058
3386,1.05,0.81,0.25,0.005,0.066
3387,0.31,1.3,0.37,0.001,0.154
3388,1.14,1.16,0.85,0.85,0.114
3389,1.62,0.96,0.45,0.0,0.138
3390,1.85,0.44,0.18,0.0,0.047
3391,0.2,0.58,0.8,0.8,0.112
3392,0.31,0.74,0.13,0.001,0.016
3393,1.37,0.71,0.99,0.99,0.112
3394,0.66,0.49,0.22,0.006,0.151
3395,1.47,0.15,0.37,0.002,0.085
3396,1.47,1.37,0.31,0.002,0.197
3397,1.97,1.48,0.34,0.009,0.031
3398,0.71,0.91,0.66,0.66,0.182
3399,1.18,0.03,0.28,0.0,0.069
3400,1.49,0.65,0.63,0.63,0.16
3401,0.17,0.05,0.2,0.0,0.054
3402,0.66,0.9,0.65,0.65,0.1
3403,0.02,0.99,0.05,0.003,0.078
3404,1.66,1.08,0.71,0.71,0.016
3405,0.57,0.61,0.13,0.001,0.117
3406,1.38,0.11,0.67,0.67,0.135
3407,1.88,0.33,0.13,0.007,0.021
3408,1.86,0.86,0.16,0.005,0.197
3409,1.45,0.98,0.35,0.002,0.167
3410,0.82,1.24,0.83,0.83,0.109
3411,0.6,1.29,0.04,0.008,0.145
3412,0.17,0.58,0.52,0.52,0.011
3413,1.0,0.09,0.91,0.91,0.103
3414,1.35,1.07,0.7,0.7,0.101
3415,0.79,0.54,0.2,0.009,0.126
3416,1.54,0.62,0.23,0.001,0.017
3417,1.08,1.43,0.89,0.89,0.08
3418,1.15,0.34,0.85,0.85,0.065
3419,0.71,0.99,0.75,0.75,0.071
3420,1.82,0.22,0.99,0.99,0.108
3421,1.18,1.0,0.92,0.92,0.086
3422,1.51,1.46,0.58,0.58,0.061
3423,1.77,0.43,0.8,0.8,0.114
3424,1.23,1.44,0.56,0.56,0.012
3425,1.34,0.29,0.96,0.96,0.167
3426,1.05,1.0,0.25,0.007,0.109
3427,1.09,1.35,0.16,0.002,0.031
3428,0.27,0.53,0.44,0.002,0.11
3429,1.57,0.26,0.69,0.69,0.182
3430,0.46,1.41,0.08,0.006,0.049
3431,1.53,0.87,0.13,0.008,0.079
3432,1.03,0.51,0.77,0.77,0.012
3433,1.56,0.91,0.38,0.005,0.013
3434,1.35,1.24,0.12,0.006,0.193
3435,1.09,0.0,0.8,0.8,0.091
3436,0.9,0.55,0.3,0.002,0.135
3437,1.85,1.24,0.75,0.75,0.124
3438,0.91,0.42,0.44,0.006,0.107
3439,1.88,0.4,0.13,0.004,0.085
3440,0.08,0.34,0.26,0.003,0.146
3441,0.22,0.68,0.63,0.63,0.162
3442,0.29,0.51,0.86,0.86,0.048
3443,1.92,1.2,0.32,0.003,0.082
3444,1.29,1.04,0.49,0.001,0.079
3445,1.14,0.36,0.13,0.008,0.071
3446,1.71,1.42,0.27,0.002,0.103
3447,1.59,1.04,0.08,0.007,0.141
3448,0.3,0.52,0.38,0.002,0.131
3449,0.54,0.14,0.27,0.004,0.069
3450,1.79,0.89,0.67,0.67,0.136
3451,0.54,1.33,0.05,0.001,0.166
3452,0.44,1.2,0.77,0.77,0.112
3453,1.97,0.59,0.18,0.007,0.169
3454,1.98,0.66,0.06,0.008,0.101
3455,0.65,0.9,0.58,0.58,0.093
3456,1.23,0.75,0.79,0.79,0.025
3457,1.06,0.1,0.84,0.84,0.139
3458,1.08,0.15,0.23,0.007,0.184
3459,0.14,1.01,0.42,0.0,0.015
3460,1.26,0.83,0.77,0.77,0.09
3461,1.34,0.03,0.98,0.98,0.068
3462,1.69,1.47,0.05,0.008,0.123
3463,1.75,1.28,0.23,0.008,0.177
3464,1.61,0.45,0.24,0.002,0.149
3465,0.19,0.52,0.74,0.74,0.062
3466,0.38,0.02,0.76,0.76,0.121
3467,,0.14,0.06,0.004,0.086
3468,0.93,0.2,0.51,0.51,0.105
3469,0.7,0.32,0.65,0.65,0.168
3470,1.55,1.09,0.72,0.72,0.137
3471,1.11,0.36,0.27,0.006,0.189
3472,1.97,0.61,0.52,0.52,0.095
3473,0.42,1.13,0.05,0.004,0.053
3474,1.34,0.26,0.07,0.008,0.113
3475,0.18,0.13,0.79,0.79,0.132
3476,1.28,0.32,,0.53,0.175
3477,1.14,1.14,0.45,0.004,0.045
3478,0.71,0.52,0.39,0.007,0.146
3479,1.99,0.22,0.25,0.008,0.085
3480,1.21,1.21,0.83,0.83,0.105
3481,1.3,0.5,0.1,,0.036
3482,0.95,0.28,0.53,0.53,0.182
3483,0.01,0.43,0.27,0.007,0.033
3484,1.44,0.3,0.18,0.004,0.162
3485,0.52,0.32,0.31,0.002,0.11
3486,1.44,0.58,0.96,0.96,0.191
3487,1.01,0.68,0.11,0.006,0.127
3488,1.64,0.86,0.64,0.64,0.032
3489,0.22,0.01,0.76,0.76,0.052
3490,0.22,1.09,0.57,0.57,0.101
3491,0.76,1.16,0.79,0.79,0.049
3492,1.5,0.69,0.82,0.82,0.053
3493,1.99,1.29,0.86,0.86,0.047
3494,1.57,0.66,0.58,0.58,0.071
3495,1.23,0.86,0.87,0.87,0.019
3496,0.25,1.25,0.7,0.7,0.129
3497,0.87,0.69,0.55,0.55,0.153
3498,1.77,0.62,0.14,0.006,0.137
3499,0.73,0.68,0.45,0.006,0.053
3500,1.1,1.48,0.75,0.75,0.147
3501,0.77,0.76,0.51,0.51,0.086
3502,0.14,1.42,1.0,,0.082
3503,0.62,0.97,0.23,0.006,0.12
3504,0.36,0.73,0.47,0.0,0.003
3505,1.43,1.49,0.58,0.58,0.16
3506,1.65,,,0.51,0.025
3507,0.05,1.21,,0.001,0.015
3508,0.16,0.87,0.67,0.67,0.18
3509,0.13,1.29,0.82,0.82,0.072
3510,1.72,0.89,0.09,0.005,0.184
3511,0.65,0.73,0.53,0.53,0.132
3512,1.67,1.21,0.65,0.65,0.042
3513,1.89,1.18,0.75,0.75,0.092
3514,0.94,0.26,0.28,0.009,0.023
3515,0.85,1.01,0.19,0.008,0.045
3516,0.29,0.5,0.7,0.7,0.136
3517,1.7,0.29,0.78,0.78,0.185
3518,0.72,0.42,0.75,0.75,0.07
3519,,0.25,0.02,0.0,0.083
3520,1.52,0.76,0.57,0.57,0.155
3521,1.51,0.89,0.55,0.55,0.164
3522,0.24,0.66,0.09,0.008,0.17
3523,1.16,1.06,0.82,0.82,0.12
3524,0.87,0.16,0.41,,0.043
3525,0.02,0.04,0.76,0.76,0.198
3526,1.94,1.27,0.08,0.008,0.194
3527,1.57,0.43,0.04,0.003,0.089
3528,1.95,1.38,0.46,0.003,0.191
3529,1.4,,0.28,0.005,0.044
3530,0.55,1.27,0.61,0.61,0.087
3531,1.39,1.12,0.1,0.001,0.108
3532,0.37,1.29,0.62,0.62,0.122
3533,0.35,1.43,0.71,0.71,0.061
3534,1.45,0.52,0.18,0.003,0.088
3535,1.06,0.53,0.96,0.96,0.158
3536,,0.74,0.5,0.5,0.074
3537,0.27,0.93,0.5,0.5,0.07
3538,0.01,0.01,0.5,0.5,0.148
3539,1.24,0.92,0.42,0.006,0.172
3540,1.54,0.32,0.33,0.006,0.041
3541,1.04,1.39,0.07,0.006,0.176
3542,0.33,1.33,0.59,0.59,0.136
3543,0.6,0.07,0.79,0.79,0.164
3544,1.64,0.61,1.0,1.0,0.038
3545,0.81,0.24,,0.005,0.005
3546,1.69,0.98,0.28,0.004,0.181
3547,1.51,0.36,0.78,0.78,0.159
3548,1.99,0.48,0.33,0.001,0.05
3549,1.22,1.06,0.27,0.008,0.103
3550,1.3,0.37,0.98,0.98,0.156
3551,1.38,1.39,0.87,0.87,0.047
3552,0.5,0.85,0.44,0.004,0.034
3553,0.78,0.09,0.83,0.83,0.138
3554,0.17,0.59,0.07,0.008,0.159
3555,1.45,1.4,0.28,0.003,0.102
3556,0.04,1.16,0.51,0.51,0.044
3557,1.8,1.46,0.31,0.004,0.113
3558,1.83,1.03,0.48,0.009,0.137
3559,1.37,0.65,0.09,0.006,0.034
3560,0.52,0.22,0.69,0.69,0.064
3561,1.45,0.28,0.52,0.52,0.197
3562,0.75,0.44,0.68,0.68,0.157
3563,0.07,0.7,0.01,0.0,0.008
3564,1.66,0.79,0.73,0.73,0.059
3565,1.96,0.82,0.11,0.005,0.037
3566,0.57,1.44,0.44,0.003,0.092
3567,0.65,1.5,0.79,0.79,0.118
3568,0.36,1.39,0.8,0.8,0.116
3569,1.07,1.44,0.07,0.005,0.06
3570,0.08,1.19,0.7,0.7,0.157
3571,,0.78,0.61,0.61,0.038
3572,1.39,1.19,0.39,0.001,0.194
3573,0.5,1.34,0.22,0.003,0.095
3574,0.55,0.96,0.21,0.004,0.062
3575,0.66,1.0,0.67,0.67,0.182
3576,0.06,0.74,0.05,0.003,0.075
3577,0.05,1.43,0.92,0.92,0.04
3578,0.79,0.59,0.49,0.007,0.024
3579,1.26,1.33,0.34,0.006,0.164
3580,0.21,1.04,1.0,1.0,0.105
3581,1.94,0.8,0.32,0.004,0.124
3582,0.71,1.43,0.58,0.58,0.144
3583,1.33,1.0,0.18,0.005,0.152
3584,0.89,1.41,0.74,0.74,0.119
3585,0.55,0.19,0.72,0.72,0.089
3586,1.53,1.04,0.08,0.001,0.064
3587,1.04,1.19,0.18,0.001,0.079
3588,1.09,0.4,0.02,0.002,0.125
3589,0.88,1.45,0.58,0.58,0.067
3590,1.32,1.23,0.56,0.56,0.049
3591,0.46,1.43,0.43,0.003,0.08
3592,0.73,0.82,0.7,0.7,0.122
3593,1.44,1.42,0.31,0.007,0.177
3594,1.33,1.37,0.09,0.008,0.042
3595,0.37,0.49,0.14,0.007,0.185
3596,0.98,0.23,0.93,0.93,0.164
3597,0.71,1.26,0.75,0.75,0.102
3598,1.38,1.26,0.48,0.007,0.152
3599,1.11,1.19,0.72,0.72,0.1
3600,0.53,0.95,,0.004,0.011
3601,1.18,0.88,0.28,0.001,0.032
3602,1.96,1.32,0.85,0.85,0.192
3603,1.36,0.66,0.76,0.76,0.11
3604,1.89,0.7,0.77,0.77,0.172
3605,1.89,0.17,0.66,0.66,0.124
3606,1.86,0.45,0.36,0.003,0.185
3607,0.72,0.87,0.17,0.001,0.033
3608,0.13,0.82,0.48,0.008,0.088
3609,0.03,1.27,0.82,0.82,0.041
3610,1.53,1.25,0.6,0.6,0.164
3611,0.25,1.16,0.98,0.98,0.191
3612,1.09,0.97,0.49,0.003,0.051
3613,1.74,0.36,0.21,0.007,0.187
3614,1.94,0.78,0.89,0.89,0.101
3615,1.96,0.84,0.37,0.006,0.007
3616,1.41,0.37,0.79,0.79,0.085
3617,1.32,1.3,0.73,0.73,0.086
3618,1.6,0.15,0.91,0.91,0.01
3619,1.24,0.14,0.51,0.51,0.032
3620,1.17,0.9,0.51,0.51,0.13
3621,1.44,0.17,0.99,0.99,0.096
3622,0.33,0.82,0.29,0.004,0.093
3623,1.66,0.64,0.1,0.002,0.124
3624,1.89,0.65,0.39,0.008,0.011
3625,0.59,0.54,0.31,0.001,0.124
3626,0.7,0.8,0.97,0.97,0.1
3627,1.75,0.76,0.26,0.003,0.092
3628,0.11,0.21,0.61,0.61,0.059
3629,1.72,0.81,0.87,0.87,0.15
3630,0.06,0.04,0.08,0.005,0.078
3631,1.37,0.62,0.92,0.92,0.112
3632,0.34,0.12,0.74,0.74,0.135
3633,0.77,0.68,0.05,0.008,0.092
3634,0.57,1.33,1.0,1.0,0.065
3635,1.46,0.94,0.26,0.002,0.135
3636,1.84,1.48,0.13,0.005,0.135
3637,0.68,0.79,0.23,0.002,0.014
3638,0.78,0.33,0.5,0.5,0.18
3639,1.39,1.3,0.49,0.008,0.08
3640,1.89,1.05,0.83,0.83,0.184
3641,0.06,0.14,0.66,0.66,0.144
3642,1.72,1.06,0.63,0.63,0.171
3643,1.99,1.44,0.15,0.003,0.1
3644,0.32,0.66,0.3,0.006,0.123
3645,0.8,1.28,0.93,0.93,0.184
3646,1.22,1.49,0.99,0.99,0.03
3647,1.17,1.09,0.46,0.008,0.089
3648,1.74,0.97,0.24,0.004,0.199
3649,1.59,0.13,0.17,0.0,0.076
3650,0.6,0.03,0.1,0.001,0.137
3651,0.38,1.11,0.93,0.93,0.097
3652,1.76,0.63,0.91,0.91,0.139
3653,0.29,1.43,0.75,0.75,0.166
3654,0.7,0.52,0.59,0.59,0.152
3655,1.69,0.96,0.25,0.001,0.021
3656,0.67,0.63,0.48,0.003,0.007
3657,0.36,0.45,0.79,0.79,0.198
3658,1.68,0.48,0.62,0.62,0.147
3659,1.32,0.87,0.61,0.61,0.174
3660,1.04,0.58,0.5,0.5,0.106
3661,0.07,,0.44,0.008,0.019
3662,0.85,,0.36,0.005,0.067
3663,1.67,1.19,0.86,0.86,0.132
3664,0.72,0.57,0.37,0.007,0.153
3665,0.28,0.28,0.19,0.0,0.137
3666,1.71,1.4,0.95,0.95,0.025
3667,0.7,1.43,0.35,0.004,0.188
3668,0.56,1.29,0.64,0.64,0.18
3669,1.07,1.35,0.39,0.003,0.113
3670,0.66,0.88,0.68,0.68,0.113
3671,1.17,1.31,0.57,0.57,0.109
3672,0.29,0.67,0.65,0.65,0.155
